baseline,,bm3-a82f-f87v-heme-10in1000-tube-dm,,bm3-a82f-f87v-heme-10in1000-tube-60,,bm3-a82f-f87v-heme-10in1000-tube-65,,bm3-a82f-f87v-heme-10in1000-tube-66-dm-pooled,,bm3-a82f-f87v-heme-66-dm-pooled-postdilution,,
784.0128784,-3.748126619E-005,784.0128784,0.01052763406,784.0128784,0.005627569743,784.0128784,0.005706352182,784.0128784,0.009178744629,784.0128784,-0.0007044585655,
783.001709,5.972303552E-005,783.001709,0.009874670766,783.001709,0.006423686165,783.001709,0.006786623504,783.001709,0.006202928722,783.001709,0.0008426026907,
781.9902954,-0.0008569631609,781.9902954,0.01048870292,781.9902954,0.006396101788,781.9902954,0.006524370983,781.9902954,0.008044148795,781.9902954,-0.0007788313087,
781.0134277,0.0008069418254,781.0134277,0.01103275735,781.0134277,0.007988089696,781.0134277,0.007515674923,781.0134277,0.01044237707,781.0134277,-0.001096541993,
780.0010986,-0.0003699082299,780.0010986,0.009711497463,780.0010986,0.005907360464,780.0010986,0.006090189796,780.0010986,0.01003607735,780.0010986,-0.001613371191,
778.9884644,0.001467415015,778.9884644,0.009526792914,778.9884644,0.006376688834,778.9884644,0.007123102434,778.9884644,0.007194340229,778.9884644,0.002750481246,
778.010376,-0.0002130410285,778.010376,0.009783796966,778.010376,0.006118647754,778.010376,0.007921466604,778.010376,0.01275143865,778.010376,0.0008268855745,
776.9969482,-0.001205491601,776.9969482,0.0105265202,776.9969482,0.006083758548,776.9969482,0.007472877856,776.9969482,0.01042450592,776.9969482,-0.002424533479,
775.9831543,-0.0006233524764,775.9831543,0.01037031226,775.9831543,0.006507606246,775.9831543,0.006091869902,775.9831543,0.01053909119,775.9831543,-0.0008990204078,
775.0039063,0.0002264836075,775.0039063,0.01023788098,775.0039063,0.006567074452,775.0039063,0.00666918559,775.0039063,0.008633362129,775.0039063,0.003414023435,
773.9893188,-0.0002737872128,773.9893188,0.01077137887,773.9893188,0.006714374758,773.9893188,0.007111971732,773.9893188,0.01092066895,773.9893188,0.004179560114,
773.0093384,0.001601589262,773.0093384,0.0125586167,773.0093384,0.007654418238,773.0093384,0.006789857987,773.0093384,0.009704191238,773.0093384,-0.0005412488244,
771.9940186,-0.0007937662886,771.9940186,0.01242247969,771.9940186,0.005507691763,771.9940186,0.005697172601,771.9940186,0.007906466722,771.9940186,0.002175330184,
771.0132446,-0.00014338459,771.0132446,0.01095934678,771.0132446,0.005547096953,771.0132446,0.006547128316,771.0132446,0.009109770879,771.0132446,-0.00123171811,
769.9971313,-0.001080016373,769.9971313,0.01056025643,769.9971313,0.006601424422,769.9971313,0.006890995894,769.9971313,0.008186490275,769.9971313,-0.0003388186742,
769.015686,0.0004563763505,769.015686,0.01070398185,769.015686,0.006868667435,769.015686,0.007954922505,769.015686,0.01014642697,769.015686,0.002536868211,
767.9988403,-0.0007891153218,767.9988403,0.01095069293,767.9988403,0.005398829002,767.9988403,0.006878766231,767.9988403,0.008849334903,767.9988403,-0.0003769431496,
767.0166626,0.000300147949,767.0166626,0.01243254822,767.0166626,0.007719287649,767.0166626,0.008557716385,767.0166626,0.01085879654,767.0166626,0.00349172717,
765.9989624,0.0004884062218,765.9989624,0.01156013459,765.9989624,0.006889864802,765.9989624,0.008252653293,765.9989624,0.01291282568,765.9989624,0.00329086883,
765.0160522,-0.0004693694937,765.0160522,0.01110397559,765.0160522,0.006169555709,765.0160522,0.007333402522,765.0160522,0.009746414609,765.0160522,-0.0003538722813,
763.9975586,-0.0003684598487,763.9975586,0.0109193949,763.9975586,0.00707418751,763.9975586,0.00704808766,763.9975586,0.01013029087,763.9975586,0.002075466327,
763.0139771,0.001095606596,763.0139771,0.01255419292,763.0139771,0.006561923772,763.0139771,0.007234214339,763.0139771,0.01235064492,763.0139771,0.002275815466,
761.994751,0.000554080063,761.994751,0.01180821005,761.994751,0.007935492322,761.994751,0.008236981928,761.994751,0.01167526003,761.994751,-0.0001422977366,
761.010376,0.0004416838347,761.010376,0.01283112541,761.010376,0.007430506404,761.010376,0.008538998663,761.010376,0.01191627048,761.010376,0.001098720706,
759.9904785,0.0006503020995,759.9904785,0.01237552054,759.9904785,0.00718786614,759.9904785,0.008721698076,759.9904785,0.01185050514,759.9904785,-0.0002414489572,
759.0053101,0.000732958084,759.0053101,0.0127070304,759.0053101,0.007891810499,759.0053101,0.007627229672,759.0053101,0.01060163416,759.0053101,-0.0003619937925,
757.9846191,0.0001512262679,757.9846191,0.01338808145,757.9846191,0.008057544939,757.9846191,0.008793409914,757.9846191,0.01401683595,757.9846191,0.004543294199,
756.9987793,-0.0005306486855,756.9987793,0.01316274237,756.9987793,0.007145812269,756.9987793,0.008638642728,756.9987793,0.01029494684,756.9987793,0.001363013755,
756.0124512,3.748450035E-005,756.0124512,0.01311098132,756.0124512,0.007505719084,756.0124512,0.008601781912,756.0124512,0.01356060151,756.0124512,0.001969540725,
754.9906616,-0.0001721593289,754.9906616,0.01267408673,754.9906616,0.006792802829,754.9906616,0.008208042011,754.9906616,0.01204602048,754.9906616,0.0009893747047,
754.0037231,0.0001007080937,754.0037231,0.0123683298,754.0037231,0.006517565344,754.0037231,0.008466959,754.0037231,0.009950546548,754.0037231,0.00185591972,
753.0164185,0.001026036567,753.0164185,0.01351934113,753.0164185,0.008290988393,753.0164185,0.009411442094,753.0164185,0.01130571775,753.0164185,0.0008689028327,
751.9934692,0.0003273996699,751.9934692,0.01281174179,751.9934692,0.007148943841,751.9934692,0.009153680876,751.9934692,0.0104913814,751.9934692,0.001193791628,
751.0054321,-1.734325269E-005,751.0054321,0.01338207442,751.0054321,0.00802426599,751.0054321,0.008444470353,751.0054321,0.01290146541,751.0054321,0.0005385548575,
750.0170288,-0.0002751841967,750.0170288,0.01195713878,750.0170288,0.005721013993,750.0170288,0.008910261095,750.0170288,0.01005894039,750.0170288,0.001278290641,
748.992981,3.417082189E-005,748.992981,0.01401213091,748.992981,0.008377117105,748.992981,0.008782077581,748.992981,0.01108421851,748.992981,0.003536560573,
748.0039063,0.0001306920312,748.0039063,0.01302801631,748.0039063,0.007475379854,748.0039063,0.009301544167,748.0039063,0.01239973214,748.0039063,0.0001335921406,
747.0144043,0.0006254668697,747.0144043,0.01324538607,747.0144043,0.007851243019,747.0144043,0.008832744323,747.0144043,0.01353290677,747.0144043,0.001596003305,
745.9891968,-0.0003103136551,745.9891968,0.01332203951,745.9891968,0.007115655579,745.9891968,0.0088926116,745.9891968,0.01158363558,745.9891968,0.0001845802908,
744.9990845,-0.001021087402,744.9990845,0.01348123513,744.9990845,0.007967920043,744.9990845,0.008659478277,744.9990845,0.01362630539,744.9990845,-8.060142864E-005,
744.0085449,0.0002265354124,744.0085449,0.01366813667,744.0085449,0.007267616689,744.0085449,0.009726427495,744.0085449,0.01413186546,744.0085449,0.00210545701,
743.0176392,-6.83384178E-006,743.0176392,0.01387660671,743.0176392,0.007509248331,743.0176392,0.009372373112,743.0176392,0.01368598174,743.0176392,0.001039944473,
741.9910278,-4.9491151E-005,741.9910278,0.01291378587,741.9910278,0.007586292457,741.9910278,0.009211265482,741.9910278,0.01201871596,741.9910278,0.001036519301,
740.9993896,0.0005909902975,740.9993896,0.01391196717,740.9993896,0.008382764645,740.9993896,0.01014740765,740.9993896,0.0159450192,740.9993896,0.001523547573,
740.0074463,0.001221281243,740.0074463,0.01360485703,740.0074463,0.007648358587,740.0074463,0.009321352467,740.0074463,0.0131645035,740.0074463,0.001030836836,
739.0151367,-0.0002013978956,739.0151367,0.01472806279,739.0151367,0.008220731281,739.0151367,0.009819540195,739.0151367,0.01109574363,739.0151367,0.002047324553,
737.9871216,-0.00017955972,737.9871216,0.01397424936,737.9871216,0.007897187956,737.9871216,0.008910790086,737.9871216,0.01178480312,737.9871216,0.002666424727,
736.9940796,3.013231253E-005,736.9940796,0.01315012202,736.9940796,0.007761476561,736.9940796,0.009987019002,736.9940796,0.01139587443,736.9940796,0.00101171399,
736.0006714,-0.0002324455563,736.0006714,0.01438219007,736.0006714,0.00838062726,736.0006714,0.01023358759,736.0006714,0.01362646557,736.0006714,0.002557490487,
735.007019,-0.0001739188738,735.007019,0.01446321979,735.007019,0.007922547869,735.007019,0.01023642346,735.007019,0.01323521789,735.007019,0.001496896031,
734.0129395,0.0003072715772,734.0129395,0.01426717453,734.0129395,0.008271411061,734.0129395,0.009898742661,734.0129395,0.01365937479,734.0129395,0.001034754911,
732.9830322,0.0002743743826,732.9830322,0.0138600897,732.9830322,0.008309775032,732.9830322,0.01055609155,732.9830322,0.01210729033,732.9830322,-0.0004247880133,
731.9882202,0.0005185724585,731.9882202,0.01501169056,731.9882202,0.008561306633,731.9882202,0.01041875221,731.9882202,0.01443445124,731.9882202,0.0007064587553,
730.993103,0.000357269746,730.993103,0.01398355234,730.993103,0.007979257032,730.993103,0.01060662139,730.993103,0.01201805007,730.993103,0.0009788412135,
729.9976807,0.0009954718407,729.9976807,0.0146469567,729.9976807,0.008949737996,729.9976807,0.01020443533,729.9976807,0.01274594758,729.9976807,0.0001010705819,
729.0018921,-0.0003994438157,729.0018921,0.01402397454,729.0018921,0.008167155087,729.0018921,0.01039952878,729.0018921,0.01347007416,729.0018921,-0.0002244251227,
728.0057373,-0.0002055377117,728.0057373,0.01412218437,728.0057373,0.007855908945,728.0057373,0.01040186267,728.0057373,0.01508680731,728.0057373,0.001094153267,
727.0092773,0.0006659349892,727.0092773,0.01490106154,727.0092773,0.008811082691,727.0092773,0.01038958691,727.0092773,0.01323287003,727.0092773,0.001083772862,
726.0124512,0.0002484987199,726.0124512,0.01483744103,726.0124512,0.008759731427,726.0124512,0.01064269803,726.0124512,0.01429039519,726.0124512,0.002258328954,
725.0152588,-0.001027440303,725.0152588,0.01386885531,725.0152588,0.007657974958,725.0152588,0.008871712722,725.0152588,0.0127373375,725.0152588,-0.0005979681737,
724.0177612,-0.0002263914357,724.0177612,0.01411547232,724.0177612,0.008370968513,724.0177612,0.009959789924,724.0177612,0.01366207283,724.0177612,0.001779781771,
722.9842529,2.11493516E-005,722.9842529,0.01487033535,722.9842529,0.008570653386,722.9842529,0.01059651468,722.9842529,0.01480765641,722.9842529,0.0006277481443,
721.9860229,0.0008688768721,721.9860229,0.01546829939,721.9860229,0.009522453882,721.9860229,0.0113417469,721.9860229,0.01514290459,721.9860229,0.002582306275,
720.9874878,0.0001214221629,720.9874878,0.01534771267,720.9874878,0.00902693253,720.9874878,0.01124865189,720.9874878,0.01407672651,720.9874878,0.003639528062,
719.9885254,0.0006567573873,719.9885254,0.01487842575,719.9885254,0.009522083215,719.9885254,0.01092337724,719.9885254,0.0140384119,719.9885254,0.001093763974,
718.9894409,0.0006979284808,718.9894409,0.01548841782,718.9894409,0.009408823214,718.9894409,0.0113668032,718.9894409,0.01384442858,718.9894409,0.001060028677,
717.9898071,-0.0001390371617,717.9898071,0.01493513957,717.9898071,0.008801150136,717.9898071,0.01021805685,717.9898071,0.01420394145,717.9898071,0.0004029725678,
716.9898682,0.000304085348,716.9898682,0.01534548681,716.9898682,0.00927435793,716.9898682,0.01080868952,716.9898682,0.01415077224,716.9898682,0.002452149987,
715.989624,0.0005963300937,715.989624,0.01527126413,715.989624,0.009256904945,715.989624,0.01094049867,715.989624,0.0131015107,715.989624,0.001245553372,
714.9890137,-4.44698162E-005,714.9890137,0.01552391052,714.9890137,0.009480251931,714.9890137,0.01120923087,714.9890137,0.01498122327,714.9890137,0.001902976539,
713.9880981,-0.0003087615769,713.9880981,0.01533543039,713.9880981,0.0091000963,713.9880981,0.01062500384,713.9880981,0.01412312035,713.9880981,0.002467639744,
712.9868164,-0.00067013636,712.9868164,0.01477182191,712.9868164,0.008482928388,712.9868164,0.01030114945,712.9868164,0.01486854069,712.9868164,0.0008486199076,
711.9852905,0.0001723311871,711.9852905,0.01539813168,711.9852905,0.01015795395,711.9852905,0.01066495571,711.9852905,0.01492919214,711.9852905,0.002952184528,
710.9832764,-0.0006035001134,710.9832764,0.01496796031,710.9832764,0.009082570672,710.9832764,0.01104502473,710.9832764,0.01322331559,710.9832764,0.001555344439,
710.0167847,-1.687732401E-005,710.0167847,0.01559737138,710.0167847,0.009077415802,710.0167847,0.01089736354,710.0167847,0.01472685765,710.0167847,0.00304213562,
709.0142212,0.0008836616762,709.0142212,0.01511025801,709.0142212,0.01008050609,709.0142212,0.01191690844,709.0142212,0.01618975401,709.0142212,0.0009352049092,
708.0112915,-0.0002330147399,708.0112915,0.01537018642,708.0112915,0.009485014714,708.0112915,0.01141514163,708.0112915,0.01357379463,708.0112915,0.0007036844618,
707.0079956,6.764530553E-005,707.0079956,0.01484148577,707.0079956,0.008774523623,707.0079956,0.01024111453,707.0079956,0.01460899319,707.0079956,0.0008014956838,
706.0043945,0.0004979949445,706.0043945,0.01635110751,706.0043945,0.009980874136,706.0043945,0.01117464807,706.0043945,0.01534267142,706.0043945,0.002384939231,
705.0004272,-0.0002615765843,705.0004272,0.0158550404,705.0004272,0.009715097025,705.0004272,0.01182550006,705.0004272,0.01457395125,705.0004272,0.000926540466,
703.9962158,-6.538303569E-005,703.9962158,0.01562613621,703.9962158,0.009649241343,703.9962158,0.01093173865,703.9962158,0.01404212788,703.9962158,0.00158685795,
702.9915771,0.0003977646993,702.9915771,0.01550081186,702.9915771,0.009606895037,702.9915771,0.010584048,702.9915771,0.01495946757,702.9915771,0.003510985756,
701.9866943,0.0001640703704,701.9866943,0.01580888964,701.9866943,0.009924061596,701.9866943,0.0113366181,701.9866943,0.0149721941,701.9866943,0.001398902154,
701.0172729,0.0006874538376,701.0172729,0.01598379761,701.0172729,0.009623912163,701.0172729,0.01160057075,701.0172729,0.01607288979,701.0172729,0.003103686497,
700.0117188,-0.0002918956161,700.0117188,0.0156063335,700.0117188,0.009523274377,700.0117188,0.01172802038,700.0117188,0.01521010883,700.0117188,0.001588832471,
699.0057373,-0.0002542810689,699.0057373,0.01637282595,699.0057373,0.0106319543,699.0057373,0.01179118641,699.0057373,0.01535937842,699.0057373,0.002395455027,
697.9995728,0.0003461297601,697.9995728,0.01663170941,697.9995728,0.01055436768,697.9995728,0.01185428258,697.9995728,0.01660335995,697.9995728,0.0002085615415,
696.992981,-0.0002963449806,696.992981,0.01567527279,696.992981,0.00937009789,696.992981,0.01127466001,696.992981,0.01590959914,696.992981,0.001496740151,
695.9860229,0.0004798802547,695.9860229,0.01574537717,695.9860229,0.01001387835,695.9860229,0.01280768961,695.9860229,0.01627211645,695.9860229,0.0007721915026,
695.0147705,1.11311092E-005,695.0147705,0.01622882485,695.0147705,0.009626982734,695.0147705,0.01180698629,695.0147705,0.01574964635,695.0147705,0.00160894217,
694.0072632,7.152881881E-005,694.0072632,0.01614966802,694.0072632,0.009950334206,694.0072632,0.01181259844,694.0072632,0.01525729522,694.0072632,-0.0003162114008,
692.9993286,5.063590652E-005,692.9993286,0.01776121557,692.9993286,0.01132928487,692.9993286,0.012981846,692.9993286,0.0151931392,692.9993286,0.0009294199408,
691.9911499,-0.0007780560991,691.9911499,0.01550464798,691.9911499,0.009391100146,691.9911499,0.0123796761,691.9911499,0.01391469315,691.9911499,0.0005471078912,
690.982605,0.0005676877336,690.982605,0.01675198041,690.982605,0.01069952454,690.982605,0.0125127621,690.982605,0.01480398793,690.982605,0.002511143917,
690.0097656,-0.0002852732141,690.0097656,0.01723285764,690.0097656,0.01066474337,690.0097656,0.01153814979,690.0097656,0.01600060984,690.0097656,0.000395899202,
689.0006104,0.0002354449243,689.0006104,0.01691488735,689.0006104,0.01097827591,689.0006104,0.01352193113,689.0006104,0.01647603326,689.0006104,0.0008590984507,
687.9911499,0.0002025013673,687.9911499,0.01758451387,687.9911499,0.01094485261,687.9911499,0.0129943816,687.9911499,0.0166216772,687.9911499,0.0002079917758,
687.017334,-0.0002940168197,687.017334,0.01666990295,687.017334,0.01078963559,687.017334,0.01258587558,687.017334,0.01710014977,687.017334,-0.0001009435437,
686.0071411,3.90879859E-006,686.0071411,0.01829202659,686.0071411,0.01253479626,686.0071411,0.01402242389,686.0071411,0.01773708127,686.0071411,0.002545642899,
684.9967041,0.0005131040234,684.9967041,0.01939673908,684.9967041,0.01204383839,684.9967041,0.01371569,684.9967041,0.0175205525,684.9967041,0.002155714668,
683.9859619,-0.0002955171803,683.9859619,0.01793580502,683.9859619,0.01145160478,683.9859619,0.01387700718,683.9859619,0.01654295996,683.9859619,0.002277532825,
683.0109253,0.0003502230102,683.0109253,0.01863710955,683.0109253,0.01290645171,683.0109253,0.01481001358,683.0109253,0.01671571471,683.0109253,0.002665200504,
681.9994507,-0.0003854780225,681.9994507,0.01868272386,681.9994507,0.01313168462,681.9994507,0.01455042139,681.9994507,0.01840978861,681.9994507,0.003137346124,
680.9877319,0.000723623496,680.9877319,0.01970193349,680.9877319,0.0131769646,680.9877319,0.01551859826,680.9877319,0.01940859668,680.9877319,0.002965007443,
680.0118408,8.947111928E-005,680.0118408,0.01847061142,680.0118408,0.01303409785,680.0118408,0.0152401356,680.0118408,0.02108931355,680.0118408,0.00317035662,
678.9994507,0.0002538861008,678.9994507,0.01927118748,678.9994507,0.01324135624,678.9994507,0.0154965464,678.9994507,0.01786661521,678.9994507,0.004031470977,
677.9866943,0.000284139649,677.9866943,0.01979333721,677.9866943,0.01353295986,677.9866943,0.01512349863,677.9866943,0.01868534461,677.9866943,0.003490135539,
677.0098877,0.0009136997396,677.0098877,0.02088751085,677.0098877,0.01499585342,677.0098877,0.0168832913,677.0098877,0.02167454548,677.0098877,0.004759702366,
675.996582,0.0002318189363,675.996582,0.02134876698,675.996582,0.01461067982,675.996582,0.01636623964,675.996582,0.01951558702,675.996582,0.002145282924,
674.9829102,0.0003149652039,674.9829102,0.02177259699,674.9829102,0.01498845872,674.9829102,0.017256964,674.9829102,0.02221485041,674.9829102,0.005084058736,
674.005127,0.0002849944576,674.005127,0.02263440005,674.005127,0.01558610145,674.005127,0.01802038774,674.005127,0.02380855195,674.005127,0.002519293223,
672.9909058,-0.0002161975572,672.9909058,0.02245594934,672.9909058,0.01569819264,672.9909058,0.01716385968,672.9909058,0.01966582797,672.9909058,0.00288156094,
672.0125122,-0.0002780815703,672.0125122,0.02251123637,672.0125122,0.01635884866,672.0125122,0.01777011529,672.0125122,0.02064703591,672.0125122,0.005129450001,
670.9976196,-9.866610344E-005,670.9976196,0.02382205985,670.9976196,0.01635376737,670.9976196,0.01914629526,670.9976196,0.02363855578,670.9976196,0.004580963403,
669.9823608,4.097942292E-005,669.9823608,0.02295093983,669.9823608,0.01772605255,669.9823608,0.01939657703,669.9823608,0.02269366384,669.9823608,0.003482307075,
669.0031738,0.0001861600031,669.0031738,0.0254411418,669.0031738,0.01830296218,669.0031738,0.02061913162,669.0031738,0.02560695633,669.0031738,0.003334246809,
667.9873047,0.0007740585716,667.9873047,0.02657059766,667.9873047,0.01899039187,667.9873047,0.02174208872,667.9873047,0.02691943385,667.9873047,0.006227218546,
667.0074463,0.0005556351971,667.0074463,0.02698652819,667.0074463,0.01983549446,667.0074463,0.02206366882,667.0074463,0.02840097807,667.0074463,0.005909197032,
665.9910278,0.0002035372891,665.9910278,0.02709217928,665.9910278,0.02027626708,665.9910278,0.02337196656,665.9910278,0.02807608061,665.9910278,0.006455291994,
665.010498,-0.0004272706283,665.010498,0.02854348905,665.010498,0.02120487206,665.010498,0.02384021878,665.010498,0.02728409506,665.010498,0.006538245827,
663.9934082,-0.0004349770024,663.9934082,0.02951661311,663.9934082,0.02141234279,663.9934082,0.02487945929,663.9934082,0.03037000634,663.9934082,0.004340876825,
663.0124512,0.0006041844026,663.0124512,0.03013199382,663.0124512,0.02274442464,663.0124512,0.02608675137,663.0124512,0.02947472222,663.0124512,0.007143049035,
661.994751,0.0002241526672,661.994751,0.03124118596,661.994751,0.02422348596,661.994751,0.02733936533,661.994751,0.03232558072,661.994751,0.004817571025,
661.0130615,0.0009176167659,661.0130615,0.03283187374,661.0130615,0.02571748942,661.0130615,0.0287278071,661.0130615,0.03318535537,661.0130615,0.006064779125,
659.9946899,-0.0003297138319,659.9946899,0.03258592263,659.9946899,0.0252567865,659.9946899,0.02804043144,659.9946899,0.03158889338,659.9946899,0.006091843825,
659.0125122,0.0006321032997,659.0125122,0.03502828628,659.0125122,0.02692998201,659.0125122,0.0303218998,659.0125122,0.03460865095,659.0125122,0.006333110854,
657.9935913,-0.0001207671376,657.9935913,0.03516395018,657.9935913,0.02808323316,657.9935913,0.03046257235,657.9935913,0.0345184207,657.9935913,0.006032545585,
657.0107422,-0.0006331232726,657.0107422,0.03594390675,657.0107422,0.02833545953,657.0107422,0.03167322651,657.0107422,0.03698856384,657.0107422,0.004783702083,
655.991272,0.0006175344461,655.991272,0.03731611371,655.991272,0.02971340157,655.991272,0.03392386436,655.991272,0.03929739445,655.991272,0.008363658562,
655.0078125,2.492890235E-005,655.0078125,0.03822927922,655.0078125,0.03045701794,655.0078125,0.03410213441,655.0078125,0.03858104721,655.0078125,0.006946571171,
653.9876709,-5.710069308E-005,653.9876709,0.03862014413,653.9876709,0.03011806495,653.9876709,0.03418776765,653.9876709,0.03813577816,653.9876709,0.008074053563,
653.0036621,0.0002721985802,653.0036621,0.03958548233,653.0036621,0.03067512251,653.0036621,0.03501722962,653.0036621,0.04026361555,653.0036621,0.009768784977,
651.9829102,0.0004334697151,651.9829102,0.04000811279,651.9829102,0.03107595816,651.9829102,0.0357096754,651.9829102,0.041284509,651.9829102,0.008503148332,
650.998291,0.0002505966986,650.998291,0.04071593285,650.998291,0.03153090924,650.998291,0.03576119617,650.998291,0.04251710698,650.998291,0.008527250029,
650.0134277,0.0005276434822,650.0134277,0.04035288841,650.0134277,0.03183843195,650.0134277,0.03644905612,650.0134277,0.04270670936,650.0134277,0.007512593176,
648.9918213,-0.0001973615435,648.9918213,0.03992487118,648.9918213,0.0311341323,648.9918213,0.03663453832,648.9918213,0.04178825021,648.9918213,0.008178392425,
648.0063477,-0.0001800772297,648.0063477,0.04031121731,648.0063477,0.03123645671,648.0063477,0.03561699763,648.0063477,0.04208641127,648.0063477,0.007378923707,
646.9840698,6.285568088E-005,646.9840698,0.04144557938,646.9840698,0.03107787669,646.9840698,0.03645992652,646.9840698,0.04091652483,646.9840698,0.006407792214,
645.9981079,0.0001525728148,645.9981079,0.04031581804,645.9981079,0.03116867319,645.9981079,0.03637527674,645.9981079,0.04391313717,645.9981079,0.008590269834,
645.0117188,-0.0006910711527,645.0117188,0.0394991748,645.0117188,0.03075972386,645.0117188,0.03545714915,645.0117188,0.04260932654,645.0117188,0.008875807747,
643.9885864,-0.0007595028146,643.9885864,0.03968979046,643.9885864,0.03078623116,643.9885864,0.03497598693,643.9885864,0.04157434776,643.9885864,0.008699856699,
643.001709,-0.0009865835309,643.001709,0.03999746963,643.001709,0.03060787171,643.001709,0.03564591333,643.001709,0.04357079044,643.001709,0.006595694926,
642.0144653,0.001353821484,642.0144653,0.04063676298,642.0144653,0.03131554648,642.0144653,0.03646476567,642.0144653,0.04009861127,642.0144653,0.00905843731,
640.9904785,-0.000167967446,640.9904785,0.03963301331,640.9904785,0.03102607653,640.9904785,0.03518362716,640.9904785,0.03834448755,640.9904785,0.008187361062,
640.0026855,0.0002753068693,640.0026855,0.03988971189,640.0026855,0.03079709597,640.0026855,0.03556055203,640.0026855,0.03990463912,640.0026855,0.008792802691,
639.0146484,-0.0002064691653,639.0146484,0.03941526636,639.0146484,0.02875355631,639.0146484,0.03397335112,639.0146484,0.03957527503,639.0146484,0.007512039971,
637.9898071,-0.0005853013135,637.9898071,0.03780639917,637.9898071,0.02816409804,637.9898071,0.03386623785,637.9898071,0.04087537155,637.9898071,0.006059109233,
637.0011597,0.000930794864,637.0011597,0.03814581037,637.0011597,0.02925746888,637.0011597,0.03404694796,637.0011597,0.04007984698,637.0011597,0.006857780274,
636.0122681,-0.0001447819668,636.0122681,0.03853289783,636.0122681,0.02886503004,636.0122681,0.03300179169,636.0122681,0.03979559988,636.0122681,0.006153749768,
634.9864502,0.0007823310443,634.9864502,0.03866708651,634.9864502,0.0290631298,634.9864502,0.03434785083,634.9864502,0.03876389936,634.9864502,0.009954784065,
633.9970093,-0.0008057553205,633.9970093,0.03664400056,633.9970093,0.02750676125,633.9970093,0.03224421665,633.9970093,0.03796256706,633.9970093,0.007874359377,
633.0072632,0.0004523080133,633.0072632,0.03759859875,633.0072632,0.02843944915,633.0072632,0.03268805891,633.0072632,0.03777059168,633.0072632,0.006897754967,
632.0172729,0.001022092649,632.0172729,0.03757237643,632.0172729,0.02809922211,632.0172729,0.03344115242,632.0172729,0.04013645649,632.0172729,0.006112136878,
630.9902954,0.0002019316016,630.9902954,0.03699431568,630.9902954,0.02747124247,630.9902954,0.03161294758,630.9902954,0.0380361937,630.9902954,0.007173233666,
