baseline,,wt,,a82f,,dm,,
285.9936523,-0.001466756104,285.9936523,1.521454692,285.9936523,1.489853859,285.9936523,0.6355857253,
285.0134888,-0.002230499405,285.0134888,1.615731955,285.0134888,1.552592039,285.0134888,0.6662097573,
283.9940186,-0.002022620058,283.9940186,1.648038387,283.9940186,1.603555441,283.9940186,0.681894362,
283.0136414,0.0006930282107,283.0136414,1.695212603,283.0136414,1.629867673,283.0136414,0.6979339123,
281.993988,0.003356028814,281.993988,1.669350386,281.993988,1.650598526,281.993988,0.7000985146,
281.0133972,-0.0003329212195,281.0133972,1.703698516,281.0133972,1.677311301,281.0133972,0.7052177191,
279.9934692,-0.001441111439,279.9934692,1.693239212,279.9934692,1.645820975,279.9934692,0.7157983184,
279.0126953,3.569821638E-005,279.0126953,1.734403849,279.0126953,1.710648894,279.0126953,0.7126153111,
277.9925537,0.0001640703704,277.9925537,1.714449644,277.9925537,1.671190023,277.9925537,0.7126412988,
277.0115356,0.0001729009091,277.0115356,1.716270328,277.0115356,1.687197566,277.0115356,0.7079679966,
275.9911804,0.0005794296158,275.9911804,1.727469683,275.9911804,1.682637334,275.9911804,0.7014430165,
275.0099487,0.00110705127,275.0099487,1.683700323,275.0099487,1.658877134,275.0099487,0.6954285502,
273.9893494,-0.00299331313,273.9893494,1.655565262,273.9893494,1.615448236,273.9893494,0.6788503528,
273.0079346,-0.001539553981,273.0079346,1.646451354,273.0079346,1.600064039,273.0079346,0.6652045846,
271.9871521,-0.0007046653191,271.9871521,1.628564,271.9871521,1.550490618,271.9871521,0.6519144177,
271.0055237,0.0008789148997,271.0055237,1.580677867,271.0055237,1.516906857,271.0055237,0.634855926,
269.9844666,0.0006797536043,269.9844666,1.563132882,269.9844666,1.506798983,269.9844666,0.6282996535,
269.0026245,-0.001658965484,269.0026245,1.548596144,269.0026245,1.478049278,269.0026245,0.6155905724,
267.9814148,0.003405596362,267.9814148,1.520007968,267.9814148,1.440605164,267.9814148,0.5980166197,
266.9993286,0.0002925840963,266.9993286,1.436975718,266.9993286,1.374131203,266.9993286,0.5804255009,
266.0171814,0.001052607317,266.0171814,1.412236571,266.0171814,1.340745091,266.0171814,0.5695325732,
264.9956055,-0.0003673218307,264.9956055,1.368049383,264.9956055,1.330903172,264.9956055,0.5539372563,
264.0132446,0.0008555969107,264.0132446,1.325582981,264.0132446,1.266581655,264.0132446,0.5321015716,
262.9915161,0.000317944272,262.9915161,1.276979923,262.9915161,1.21082294,262.9915161,0.5185767412,
262.0089417,-0.001387134078,262.0089417,1.226458549,262.0089417,1.153962612,262.0089417,0.5056615472,
260.9869385,0.0005336563336,260.9869385,1.187925577,260.9869385,1.121896029,260.9869385,0.4936612546,
260.0041809,-0.0005000877427,260.0041809,1.171993494,260.0041809,1.104166389,260.0041809,0.4827107191,
258.9820251,0.0003382024006,258.9820251,1.13811326,258.9820251,1.077372193,258.9820251,0.4776666164,
257.999054,-4.177794472E-005,257.999054,1.092661023,257.999054,1.035997391,257.999054,0.4694129527,
257.0159912,-0.003801237326,257.0159912,1.062020659,257.0159912,0.9908216596,257.0159912,0.4481361508,
255.9934692,-0.001279055956,255.9934692,1.013802171,255.9934692,0.9439079165,255.9934692,0.4358613491,
255.0102081,-0.001017730101,255.0102081,0.9881864786,255.0102081,0.9217454195,255.0102081,0.4312579632,
253.9875031,-0.0002115921234,253.9875031,0.9788176417,253.9875031,0.901694715,253.9875031,0.4317493141,
253.0040436,-1.325341327E-005,253.0040436,0.9687327147,253.0040436,0.8941493034,253.0040436,0.4307286739,
251.9811554,-0.0002731146233,251.9811554,0.9621008635,251.9811554,0.88653332,251.9811554,0.4288991094,
250.9974976,-0.001250044676,250.9974976,0.9488595724,250.9974976,0.8792514205,250.9974976,0.4274258018,
250.0137787,0.0002945268643,250.0137787,0.9508405924,250.0137787,0.8696362376,250.0137787,0.4285926223,
248.9905396,0.001931421109,248.9905396,0.9819367528,248.9905396,0.8838584423,248.9905396,0.43957901,
248.0066071,-0.0001617054222,248.0066071,1.013359308,248.0066071,0.9176053405,248.0066071,0.4563076794,
246.9832306,-0.003637390444,246.9832306,1.042528868,246.9832306,0.9583215117,246.9832306,0.4736816883,
245.999115,-0.003487040522,245.999115,1.109352589,245.999115,1.012753963,245.999115,0.4798347056,
245.0148773,-0.01312030759,245.0148773,1.196460843,245.0148773,1.099083066,245.0148773,0.5290082097,
243.9911652,-0.004271491431,243.9911652,1.324050069,243.9911652,1.225190878,243.9911652,0.5727185607,
243.0067444,-0.001462679938,243.0067444,1.452672362,243.0067444,1.372597456,243.0067444,0.6190079451,
241.9828949,0.01070575975,241.9828949,1.581363678,241.9828949,1.51855576,241.9828949,0.6852363348,
240.998291,-0.002825818025,240.998291,1.761473417,240.998291,1.648254275,240.998291,0.7430855036,
240.0135956,0.01725785434,240.0135956,1.840278864,240.0135956,1.631508946,240.0135956,0.8566369414,
238.9893951,-0.005863482598,238.9893951,1.669201851,238.9893951,1.829362273,238.9893951,0.9588940144,
238.0045471,0.004569950048,238.0045471,1.325971127,238.0045471,1.373524904,238.0045471,0.9867611527,
237.0195923,0.01776741818,237.0195923,1.147206426,237.0195923,1.211535692,237.0195923,0.9313571453,
235.9951324,0.06370207667,235.9951324,0.7649794221,235.9951324,0.6283275485,235.9951324,0.6896356344,
235.0099792,0.04426194355,235.0099792,1.145914674,235.0099792,0.4101740718,235.0099792,0.4981278479,
233.9853058,-0.1485741884,233.9853058,0.4832729101,233.9853058,0.4154241979,233.9853058,10,
233.0000153,0.177193284,233.0000153,0.3673219979,233.0000153,0.141766116,233.0000153,0.2659075558,
232.0145874,0.1463611424,232.0145874,10,232.0145874,0.1552604884,232.0145874,-0.06172337011,
230.9896545,0.6409707069,230.9896545,10,230.9896545,0.8180206418,230.9896545,1.3611871,
230.0040436,0.07897352427,230.0040436,-0.05560784042,230.0040436,0.319963634,230.0040436,0.08303184062,
229.0183716,10,229.0183716,0.06349047273,229.0183716,-0.2434638739,229.0183716,-0.2257076055,
227.9931793,-0.1025644392,227.9931793,0.1203098148,227.9931793,0.1426159292,227.9931793,0.2860352397,
227.0073395,-0.0724459812,227.0073395,0.1142750382,227.0073395,0.0251754187,227.0073395,0.1287369579,
225.9819183,0.06321587414,225.9819183,0.5886653662,225.9819183,0.03099410422,225.9819183,0.01870964095,
224.9959259,0.06980030984,224.9959259,0.4570486844,224.9959259,-0.1270718873,224.9959259,0.2769217491,
224.0097961,-0.1038761064,224.0097961,0.1619705409,224.0097961,0.03237123415,224.0097961,0.2007561475,
222.9841614,-0.4676285088,222.9841614,-0.4878068864,222.9841614,-0.3644364476,222.9841614,-0.5467994809,
221.9978485,-0.07479838282,221.9978485,0.1290439516,221.9978485,0.07877095044,221.9978485,0.2917832732,
221.0114899,-0.2565183938,221.0114899,10,221.0114899,10,221.0114899,-0.5972626805,
219.9855499,0.1476623267,219.9855499,0.6466972828,219.9855499,0.2730414271,219.9855499,10,
218.9989929,0.2058020532,218.9989929,0.474265039,218.9989929,10,218.9989929,-0.04501947761,
218.0123901,-0.1321070045,218.0123901,0.7587862611,218.0123901,0.0963274464,218.0123901,-0.07323218882,
216.9862061,10,216.9862061,10,216.9862061,0.3754208684,216.9862061,0.4504949152,
215.9994202,0.3290085196,215.9994202,0.5591162443,215.9994202,0.1628568769,215.9994202,0.251555413,
215.0125275,0.1794221997,215.0125275,0.3829613328,215.0125275,0.5603903532,215.0125275,-0.03629950806,
213.9861145,0.7500686646,213.9861145,0.6632481813,213.9861145,10,213.9861145,0.3981515765,
212.999054,-0.2095308304,212.999054,10,212.999054,10,212.999054,-0.2808685899,
212.0119629,0.2692143619,212.0119629,0.05164329335,212.0119629,0.0255019702,212.0119629,0.7924332619,
210.98526,-0.4502163529,210.98526,-0.184929505,210.98526,-0.2969913483,210.98526,-0.1607373655,
209.9979858,3.742347956,209.9979858,3.621453285,209.9979858,3.817118883,209.9979858,10,
209.0106049,0.2444729805,209.0106049,10,209.0106049,0.9390713573,209.0106049,0.4711470604,
207.9836884,0.3593536019,207.9836884,0.1213281974,207.9836884,-0.103495419,207.9836884,-0.2738633752,
206.9961395,0.1121363044,206.9961395,0.2067391127,206.9961395,0.2719743252,206.9961395,-0.2288346738,
206.0085602,-0.1436557025,206.0085602,0.03133146092,206.0085602,0.02610431612,206.0085602,0.3447130919,
204.9813538,0.2417984754,204.9813538,-0.2882661521,204.9813538,0.7958184481,204.9813538,0.3796002865,
203.9936066,0.1776700616,203.9936066,0.3341170549,203.9936066,-0.2356501073,203.9936066,-0.1861581206,
203.0057373,-0.3474411666,203.0057373,-0.1793608069,203.0057373,-0.2774447799,203.0057373,0.3028824031,
202.0178375,-0.1942584366,202.0178375,0.538066268,202.0178375,-0.247496143,202.0178375,-0.2590149939,
200.9903259,-0.2470175326,200.9903259,-0.05800963193,200.9903259,-0.06321500987,200.9903259,10,
200.0022583,0.4198400378,200.0022583,0.4042476416,200.0022583,0.2844754159,200.0022583,0.433198601,

baseline,
baseline
Collection Time: 12/03/2021 10:38:15
Operator Name  :
Scan Version 5.0.0.999
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  4800.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 12/03/2021 10:37:42
Method Modifications:
Common Interval nm Changed: 12/03/2021 10:37:58, Old:     5.00, New:     1.00
Baseline Correction Changed: 12/03/2021 10:37:58, Old:0, New:1
Storage Changed: 12/03/2021 10:37:58, Old:1, New:0
End Method Modifications
<Current Wavelength> , 268.0

wt,
baseline1
Collection Time: 12/03/2021 10:38:33
Operator Name  :
Scan Version 5.0.0.999
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  4800.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 12/03/2021 10:37:42
Method Modifications:
Common Interval nm Changed: 12/03/2021 10:37:58, Old:     5.00, New:     1.00
Baseline Correction Changed: 12/03/2021 10:37:58, Old:0, New:1
Storage Changed: 12/03/2021 10:37:58, Old:1, New:0
End Method Modifications
<Current Wavelength> , 229.0
Continuum name changed to 'wt'

a82f,
a83f
Collection Time: 12/03/2021 10:38:54
Operator Name  :
Scan Version 5.0.0.999
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  4800.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 12/03/2021 10:37:42
Method Modifications:
Common Interval nm Changed: 12/03/2021 10:37:58, Old:     5.00, New:     1.00
Baseline Correction Changed: 12/03/2021 10:37:58, Old:0, New:1
Storage Changed: 12/03/2021 10:37:58, Old:1, New:0
End Method Modifications
<Current Wavelength> , 205.0
Continuum name changed to 'a82f'

dm,
dm
Collection Time: 12/03/2021 10:39:12
Operator Name  :
Scan Version 5.0.0.999
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  4800.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 12/03/2021 10:37:42
Method Modifications:
Common Interval nm Changed: 12/03/2021 10:37:58, Old:     5.00, New:     1.00
Baseline Correction Changed: 12/03/2021 10:37:58, Old:0, New:1
Storage Changed: 12/03/2021 10:37:58, Old:1, New:0
End Method Modifications
<Current Wavelength> , 223.0

