baseline,,wt,,a82f,,dm,,
654.0136108,0.0002341758227,654.0136108,0.01931846514,654.0136108,0.01650071517,654.0136108,0.009604618885,
652.993042,-0.0002224587952,652.993042,0.01944985054,652.993042,0.01669906266,652.993042,0.00904601533,
652.0085449,-0.0002544362796,652.0085449,0.01960694976,652.0085449,0.01705496944,652.0085449,0.009872579016,
650.9873657,-0.000201346149,650.9873657,0.01954623684,650.9873657,0.01815686189,650.9873657,0.01044333167,
650.0023804,0.0002663965279,650.0023804,0.01983042806,650.0023804,0.01703526266,650.0023804,0.009554101154,
649.0170898,-0.0003153319121,649.0170898,0.01960667782,649.0170898,0.01730620489,649.0170898,0.009799470194,
647.9949951,0.0002169527143,647.9949951,0.02018625475,647.9949951,0.01733775064,647.9949951,0.01088894904,
647.0090942,-0.000166363141,647.0090942,0.01943794079,647.0090942,0.01723135076,647.0090942,0.009608324617,
645.9864502,0.0009275780758,645.9864502,0.02039776929,645.9864502,0.01809578389,645.9864502,0.01054158434,
644.9998779,-5.953731943E-006,644.9998779,0.01959996298,644.9998779,0.01681970246,644.9998779,0.009951234795,
644.0131836,4.517336492E-005,644.0131836,0.02015154622,644.0131836,0.01777596772,644.0131836,0.01014653314,
642.989624,0.0001498538331,642.989624,0.02047347091,642.989624,0.01817929186,642.989624,0.01087347418,
642.0022583,-0.001276991097,642.0022583,0.01906114072,642.0022583,0.0163917765,642.0022583,0.009639686905,
641.0147095,-6.295011553E-005,641.0147095,0.02107955702,641.0147095,0.01795817167,641.0147095,0.01099096611,
639.9902344,0.0008387900307,639.9902344,0.02151950076,639.9902344,0.01904110052,639.9902344,0.01106483303,
639.0020142,-6.201834913E-005,639.0020142,0.02122971602,639.0020142,0.01850064844,639.0020142,0.01149697509,
638.0136108,4.550991798E-005,638.0136108,0.0208682809,638.0136108,0.018010756,638.0136108,0.01139420085,
636.9881592,-0.0006884866743,636.9881592,0.02122909203,636.9881592,0.0180187691,636.9881592,0.01092324406,
635.9991455,1.558363329E-005,635.9991455,0.02141367458,635.9991455,0.01788104512,635.9991455,0.01079929527,
635.0098877,0.0001393147395,635.0098877,0.02153514139,635.0098877,0.01799273118,635.0098877,0.01051649544,
633.9835815,-0.0005689631216,633.9835815,0.02186029777,633.9835815,0.01895337179,633.9835815,0.01125178672,
632.9937744,-0.000397323136,632.9937744,0.02239001356,632.9937744,0.01854538359,632.9937744,0.01098982524,
632.0036011,0.0006891131634,632.0036011,0.02172717452,632.0036011,0.01890113205,632.0036011,0.01138381008,
631.0131226,-4.467688268E-005,631.0131226,0.02239287458,631.0131226,0.01840465702,631.0131226,0.01090638805,
629.9857788,0.0004880952474,629.9857788,0.02335710637,629.9857788,0.01889599487,629.9857788,0.01204197574,
628.994751,0.0002749442356,628.994751,0.02330190502,628.994751,0.01981306076,628.994751,0.01199606899,
628.003418,0.0001504753163,628.003418,0.02278635278,628.003418,0.01883465238,628.003418,0.01175541338,
627.0119019,-0.0005004497361,627.0119019,0.02313246205,627.0119019,0.01881929673,627.0119019,0.01143895369,
625.9833984,-8.375891775E-005,625.9833984,0.02227430232,625.9833984,0.0185574051,625.9833984,0.01121884678,
624.9912109,-0.0001759889274,624.9912109,0.02317841351,624.9912109,0.02029134892,624.9912109,0.01178299449,
623.9988403,-5.259710088E-005,623.9988403,0.02254032716,623.9988403,0.01888826117,623.9988403,0.01163662411,
623.0061646,0.0001645623852,623.0061646,0.02308662422,623.0061646,0.02016735449,623.0061646,0.01201653387,
622.0132446,0.0008377266931,622.0132446,0.02323269844,622.0132446,0.02081746794,622.0132446,0.01329694968,
620.9832153,0.0003491608368,620.9832153,0.02356869541,620.9832153,0.0198222734,620.9832153,0.01242314558,
619.9897461,0.0002849685552,619.9897461,0.02262878232,619.9897461,0.0195505973,619.9897461,0.01228444185,
618.9959717,-0.0008162970771,618.9959717,0.02268864587,618.9959717,0.01880651154,618.9959717,0.01238436345,
618.0018921,-0.0005270290421,618.0018921,0.02272636816,618.0018921,0.02014677413,618.0018921,0.01314473245,
617.0076294,-0.0001213882279,617.0076294,0.02327631228,617.0076294,0.01974749751,617.0076294,0.01334419474,
616.0130615,6.679093349E-005,616.0130615,0.02385722846,616.0130615,0.02063750848,616.0130615,0.01367321238,
615.0182495,0.000437796989,615.0182495,0.02383778431,615.0182495,0.0215973556,615.0182495,0.01403886639,
613.9862061,-0.0004372009425,613.9862061,0.02421464585,613.9862061,0.02045463957,613.9862061,0.01456115488,
612.9907837,-0.0005809583236,612.9907837,0.0236575529,612.9907837,0.02138000913,612.9907837,0.01399745326,
611.9951782,7.429908146E-005,611.9951782,0.02526337095,611.9951782,0.02260508575,611.9951782,0.01513644494,
610.9992065,0.0004763817997,610.9992065,0.02532329597,610.9992065,0.02256901003,610.9992065,0.01590511575,
610.0030518,-2.536750799E-005,610.0030518,0.02544918284,610.0030518,0.02242397517,610.0030518,0.01593046449,
609.0065308,-0.0001189556206,609.0065308,0.02583228238,609.0065308,0.0232207384,609.0065308,0.01597318985,
608.0097656,0.0001120230299,608.0097656,0.02718633413,608.0097656,0.024597615,608.0097656,0.01710426807,
607.0128174,-0.001430791221,607.0128174,0.02638471872,607.0128174,0.0243730396,607.0128174,0.01652034372,
606.0154419,-0.000159687057,606.0154419,0.02799539827,606.0154419,0.02522309683,606.0154419,0.01855151542,
605.0179443,-8.443182014E-005,605.0179443,0.02875430137,605.0179443,0.02624585666,605.0179443,0.01891343296,
603.9832153,0.0002689349058,603.9832153,0.02926126309,603.9832153,0.02733341046,603.9832153,0.01948109269,
602.9850464,-0.000636173354,602.9850464,0.02945821173,602.9850464,0.02842518687,602.9850464,0.01948385499,
601.9867554,0.0005296131712,601.9867554,0.03079659678,601.9867554,0.02906985395,601.9867554,0.02167133614,
600.9880981,3.269521039E-005,600.9880981,0.03189701587,600.9880981,0.03042056225,600.9880981,0.02231531218,
599.9892578,-0.0001484565437,599.9892578,0.0325111188,599.9892578,0.03119637445,599.9892578,0.02264705487,
598.9900513,-5.45641924E-005,598.9900513,0.03255969286,598.9900513,0.03135048971,598.9900513,0.02390569076,
597.9907227,-0.0008615101106,597.9907227,0.03353079408,597.9907227,0.03308732063,597.9907227,0.02520372905,
596.9910278,0.0003665964468,596.9910278,0.03515275195,596.9910278,0.03474513814,596.9910278,0.0264075771,
595.9910889,-3.799893966E-005,595.9910889,0.03626675531,595.9910889,0.03583051264,595.9910889,0.02777419053,
594.9909058,-0.0008732905262,594.9909058,0.03715287149,594.9909058,0.03792971373,594.9909058,0.02917568013,
593.9904175,0.0004439122858,593.9904175,0.03952766955,593.9904175,0.03990900889,593.9904175,0.0312110614,
592.9896851,-0.0007725263713,592.9896851,0.04002613574,592.9896851,0.04122940078,592.9896851,0.0325232558,
591.9887085,-0.0003292999463,591.9887085,0.04229896516,591.9887085,0.04368095472,591.9887085,0.03456206247,
590.9874878,0.0009018451092,590.9874878,0.04513527453,590.9874878,0.04685244709,590.9874878,0.03771417588,
589.9860229,0.001494869939,589.9860229,0.04749435186,589.9860229,0.04923313111,589.9860229,0.04007740319,
588.9842529,0.0002181181626,588.9842529,0.0491986908,588.9842529,0.05066311359,588.9842529,0.04162192345,
587.9821777,0.0003992933489,587.9821777,0.05167900771,587.9821777,0.05336182937,587.9821777,0.04454695061,
587.0170898,-0.0001319983712,587.0170898,0.05400460958,587.0170898,0.05606740341,587.0170898,0.04652221501,
586.0145264,0.0004007702228,586.0145264,0.05775309354,586.0145264,0.05952369049,586.0145264,0.05029895529,
585.0117798,-0.0008164003957,585.0117798,0.06075861678,585.0117798,0.06156848371,585.0117798,0.05264941975,
584.008667,0.0001764746121,584.008667,0.06468714029,584.008667,0.06556162238,584.008667,0.05600782111,
583.0054321,-0.0004415971343,583.0054321,0.06740576774,583.0054321,0.06877502799,583.0054321,0.05835740268,
582.0018921,-9.235131438E-005,582.0018921,0.07174147666,582.0018921,0.07251661271,582.0018921,0.06287305802,
580.9979858,0.0001498797355,580.9979858,0.07621965557,580.9979858,0.07517946512,580.9979858,0.06648798287,
579.9940186,-0.0006842481089,579.9940186,0.0799568519,579.9940186,0.07915575057,579.9940186,0.07051784545,
578.9896851,0.0001490252034,578.9896851,0.08395986259,578.9896851,0.0822615698,578.9896851,0.07469214499,
577.9851685,-0.0003896678099,577.9851685,0.08839119226,577.9851685,0.08519402146,577.9851685,0.07747879624,
577.0174561,0.0009204702219,577.0174561,0.09296121448,577.0174561,0.08939196914,577.0174561,0.08204647899,
576.0124512,0.0001520290098,576.0124512,0.09624905884,576.0124512,0.09186800569,576.0124512,0.08582711965,
575.0070801,0.0001017178802,575.0070801,0.09967887402,575.0070801,0.09444989264,575.0070801,0.08842933178,
574.0015259,-0.0003796846722,574.0015259,0.102315329,574.0015259,0.09697683156,574.0015259,0.09131187201,
572.9956665,0.0001012259308,572.9956665,0.1052839234,572.9956665,0.09870476276,572.9956665,0.09388510883,
571.989563,-4.04837665E-005,571.989563,0.1072859839,571.989563,0.09999459982,571.989563,0.09585271776,
570.9832764,-0.0009767691372,570.9832764,0.1085490882,570.9832764,0.1016375721,570.9832764,0.09773493558,
570.0139771,-0.0002991387446,570.0139771,0.108910352,570.0139771,0.1016395688,570.0139771,0.09935204685,
569.0071411,-0.00124173332,569.0071411,0.1084672734,569.0071411,0.1014095023,569.0071411,0.09877663851,
568.000061,0.0005723015056,568.000061,0.1095467284,568.000061,0.1024795324,568.000061,0.1010493562,
566.9927368,-0.0001209224065,566.9927368,0.1095285416,566.9927368,0.1029226184,566.9927368,0.1009690389,
565.9851685,-2.448743544E-005,565.9851685,0.1085755453,565.9851685,0.1019457951,565.9851685,0.1001880541,
565.0146484,-0.0001440056512,565.0146484,0.108445242,565.0146484,0.1016915515,565.0146484,0.09913506359,
564.0065918,0.000305950467,564.0065918,0.1058395207,564.0065918,0.1009296775,564.0065918,0.09904927015,
562.998291,-0.0002048132446,562.998291,0.1046787277,562.998291,0.09967564791,562.998291,0.09725011885,
561.9897461,4.3128166E-005,561.9897461,0.1035193875,561.9897461,0.09926956892,561.9897461,0.09662529081,
561.0182495,-0.0001694164966,561.0182495,0.1020337567,561.0182495,0.09917034954,561.0182495,0.09545690566,
560.0092773,-0.0005278046592,560.0092773,0.1003676653,560.0092773,0.09816612303,560.0092773,0.09456634521,
558.999939,3.748450035E-005,558.999939,0.09912163019,558.999939,0.09751477093,558.999939,0.09327848256,
557.9904175,0.0001103141185,557.9904175,0.0978077203,557.9904175,0.09689894319,557.9904175,0.09263399243,
557.0180054,1.320186357E-006,557.0180054,0.09683209658,557.0180054,0.09598618001,557.0180054,0.09105633944,
556.0079956,-0.0003338006791,556.0079956,0.09652851522,556.0079956,0.09636208415,556.0079956,0.09120963514,
554.9977417,-0.0003462679451,554.9977417,0.09491603076,554.9977417,0.09585617483,554.9977417,0.08967646956,
553.9872437,0.0001480412029,553.9872437,0.09560178965,553.9872437,0.09696372598,553.9872437,0.09039147943,
553.013916,-0.0002400518861,553.013916,0.09540507942,553.013916,0.09731815755,553.013916,0.08965031058,
552.0029907,0.000602369837,552.0029907,0.09569806606,552.0029907,0.09788876027,552.0029907,0.08951789141,
550.9916992,-0.0003797364188,550.9916992,0.09577835351,550.9916992,0.09823784977,550.9916992,0.08925139159,
550.0177002,-0.0008817123598,550.0177002,0.09661325812,550.0177002,0.09841299057,550.0177002,0.09035938233,
549.0059814,-0.0001301869052,549.0059814,0.09839821607,549.0059814,0.09922780097,549.0059814,0.0906079039,
547.9940796,-1.579015407E-005,547.9940796,0.09902814031,547.9940796,0.09996041656,547.9940796,0.09167271852,
546.9818726,-0.0005915572401,546.9818726,0.09936288744,546.9818726,0.1016891301,546.9818726,0.09218639135,
546.006958,-0.0001519240614,546.006958,0.1018489078,546.006958,0.102989614,546.006958,0.09336474538,
