baseline,,wt,,dm,,
754.9952393,-0.0009352876223,754.9952393,0.02538226917,754.9952393,-0.009651333094,
754.0081177,-0.0001277025876,754.0081177,0.02591652051,754.0081177,-0.009440694936,
752.9854126,7.947719132E-005,752.9854126,0.02613780089,752.9854126,-0.009820316918,
751.9976196,0.0007393368287,751.9976196,0.02613419853,751.9976196,-0.0101003265,
751.0093994,-0.001431462122,751.0093994,0.02547935024,751.0093994,-0.009928465821,
749.9855347,-0.0007827588706,749.9855347,0.02609054372,749.9855347,-0.008955518715,
748.9967041,-0.0008125248132,748.9967041,0.02707713656,748.9967041,-0.008915147744,
748.0074463,3.828703484E-005,748.0074463,0.02795379236,748.0074463,-0.008311108686,
746.9824219,-0.001963148825,746.9824219,0.02629893087,746.9824219,-0.009410399944,
745.9924927,0.0001515111071,745.9924927,0.02835496701,745.9924927,-0.008313598111,
745.0021362,0.0001456070895,745.0021362,0.02830017544,745.0021362,-0.007452662103,
744.0114746,0.0003802760039,744.0114746,0.02946344763,744.0114746,-0.007931079715,
742.9850464,0.0006604646915,742.9850464,0.03066303954,742.9850464,-0.005831609014,
741.9935913,6.376182137E-005,741.9935913,0.02880339697,741.9935913,-0.008103376254,
741.0018921,0.001624375698,741.0018921,0.03027610108,741.0018921,-0.007905559614,
740.0097656,-0.0003085546487,740.0097656,0.02895337343,740.0097656,-0.007961885072,
739.017334,-0.0008286471711,739.017334,0.02967096493,739.017334,-0.008039802313,
737.9890747,-0.0001498539059,737.9890747,0.0303343907,737.9890747,-0.007679983974,
736.9959106,0.0003526582732,736.9959106,0.03120238334,736.9959106,-0.006133242045,
736.0024414,-0.0001010988271,736.0024414,0.03004906885,736.0024414,-0.007154388819,
735.0085449,-0.0007670999621,735.0085449,0.03012516908,735.0085449,-0.006886434741,
734.0143433,-0.0008619751316,734.0143433,0.03073732741,734.0143433,-0.006842201576,
732.9842529,-0.000201346149,732.9842529,0.03149486333,732.9842529,-0.007152860984,
731.9893799,-0.0003744085261,731.9893799,0.03164382279,731.9893799,-0.006126555149,
730.9941406,0.0001068445345,730.9941406,0.03258692473,730.9941406,-0.005627082195,
729.9984741,0.0001257463446,729.9984741,0.03234753013,729.9984741,-0.006407425273,
729.0025024,-0.001054916997,729.0025024,0.03168617561,729.0025024,-0.006620661356,
728.0062866,-0.0007048720727,728.0062866,0.03154978156,728.0062866,-0.006516427733,
727.0096436,-0.0006836277898,727.0096436,0.03265191615,727.0096436,-0.006149627734,
726.0126343,-0.0006795959198,726.0126343,0.03332925215,726.0126343,-0.00565687567,
725.0152588,0.0007656307425,725.0152588,0.03387737647,725.0152588,-0.005843459629,
724.0177002,0.00036872091,724.0177002,0.0338935256,724.0177002,-0.00655834889,
722.9840088,-0.001288863597,722.9840088,0.03357833624,722.9840088,-0.005323767196,
721.9855957,-0.0005560368882,721.9855957,0.03358233348,721.9855957,-0.005627184175,
720.9869385,-0.0007161916001,720.9869385,0.03415231407,720.9869385,-0.005991924088,
719.987854,-2.800771472E-005,719.987854,0.03473509848,719.987854,-0.004729202483,
718.9885254,-0.0007021842757,718.9885254,0.03467756137,718.9885254,-0.005807804409,
717.9887695,-8.613996033E-005,717.9887695,0.03537637368,717.9887695,-0.005177069921,
716.9887085,0.0001058088383,716.9887085,0.0354982987,716.9887085,-0.004326649476,
715.9882813,0.0002054278448,715.9882813,0.03603035212,715.9882813,-0.004245499149,
714.9875488,-0.0003809778427,714.9875488,0.03460212052,714.9875488,-0.00607647514,
713.9865112,-0.001017936622,713.9865112,0.03507178277,713.9865112,-0.005171800498,
712.9850464,-0.000812059734,712.9850464,0.03569789976,712.9850464,-0.005361916963,
711.9833374,-0.000626144174,711.9833374,0.03585542366,711.9833374,-0.004787169863,
711.0170288,0.0003899400181,711.0170288,0.03596055135,711.0170288,-0.003976616543,
710.0146484,0.000190199964,710.0146484,0.03652741387,710.0146484,-0.004246575758,
709.0119019,0.0007767814677,709.0119019,0.03721764684,709.0119019,-0.004129771143,
708.0087891,-1.434058959E-005,708.0087891,0.03549046069,708.0087891,-0.005487644114,
707.0053711,-0.0001772826945,707.0053711,0.03694250807,707.0053711,-0.003548152279,
706.0015869,-0.0002429495071,706.0015869,0.03775991872,706.0015869,-0.004449448083,
704.9974976,-0.0006028797361,704.9974976,0.03777821735,704.9974976,-0.003959327936,
703.993103,0.0004598487285,703.993103,0.03856364638,703.993103,-0.004344282206,
702.9883423,3.714795457E-005,702.9883423,0.03792471439,702.9883423,-0.004413114395,
701.9832764,0.0001317277784,701.9832764,0.03862198442,701.9832764,-0.003885959741,
701.0137329,2.570552715E-005,701.0137329,0.03956243023,701.0137329,-0.002778854221,
700.0079956,-0.000211902603,700.0079956,0.03951304033,700.0079956,-0.003131858073,
699.0019531,-0.001451792661,699.0019531,0.03792626783,699.0019531,-0.004898780957,
697.9956055,-0.0006074293051,697.9956055,0.03928489611,697.9956055,-0.00362650631,
696.9887695,-0.0007510270225,696.9887695,0.03938380256,696.9887695,-0.004962304607,
696.0177612,-0.001568906941,696.0177612,0.03802568465,696.0177612,-0.00399015937,
695.0103149,0.00111003581,695.0103149,0.04103825241,695.0103149,-0.003079632763,
694.0026855,-0.0002731663408,694.0026855,0.03954003006,694.0026855,-0.003686930984,
692.9946289,-0.0007471507997,692.9946289,0.03922332451,692.9946289,-0.003771265037,
691.9862671,-0.0004080299695,691.9862671,0.03947006166,691.9862671,-0.003600115888,
691.0135498,7.510168507E-005,691.0135498,0.03995679691,691.0135498,-0.003588717431,
690.0046387,-8.748575783E-005,690.0046387,0.04138862714,690.0046387,-0.003093306441,
688.9952393,-9.2868926E-005,688.9952393,0.04029266909,688.9952393,-0.003283923957,
687.9856567,0.0002639358572,687.9856567,0.0422674641,687.9856567,-0.003037786111,
687.0116577,-0.001069119549,687.0116577,0.04054575413,687.0116577,-0.004729407374,
686.0014038,-0.0008172272355,686.0014038,0.04188969359,686.0014038,-0.003895349335,
684.9907837,-0.001642048708,684.9907837,0.04155338556,684.9907837,-0.004269338213,
684.0159302,-0.0001937391353,684.0159302,0.04318402335,684.0159302,-0.001924029319,
683.0046997,0.000107440057,683.0046997,0.04312266782,683.0046997,-0.002873445163,
681.993103,0.0002817306959,681.993103,0.04431256652,681.993103,-0.001832582289,
681.017395,-0.0007740251021,681.017395,0.04302730784,681.017395,-0.002808020683,
680.005127,-0.0007796581485,680.005127,0.04348320141,680.005127,-0.002808226505,
678.9926758,-0.001425579423,678.9926758,0.04272319004,678.9926758,-0.002603145083,
678.0159302,-0.0004089610011,678.0159302,0.04408750683,678.0159302,-0.002179813804,
677.0028076,-0.001248908928,677.0028076,0.04328333586,677.0028076,-0.00184284139,
675.9893188,0.0006020328728,675.9893188,0.04520478472,675.9893188,-0.001313123619,
675.0117188,-0.0005781146465,675.0117188,0.04512149096,675.0117188,-0.001882432029,
673.9976196,0.0008615365368,673.9976196,0.04662174359,673.9976196,0.0004593045451,
672.9832153,-0.0003849607601,672.9832153,0.04537717253,672.9832153,-0.001914906083,
672.0046997,-0.001223509549,672.0046997,0.04562941566,672.0046997,-0.001780664315,
670.989624,-0.0008950938936,670.989624,0.04652846605,670.989624,-0.001008019666,
670.0105591,0.001006680424,670.0105591,0.0467861928,670.0105591,-0.0007726297481,
668.994873,0.0005846914719,668.994873,0.04787838832,668.994873,-0.0002078663383,
668.0151367,-0.0008086491725,668.0151367,0.04628120363,668.0151367,-0.000402495556,
666.9988403,-0.0007907690015,666.9988403,0.04752857238,666.9988403,0.0005086204619,
665.9822998,-0.0002064691653,665.9822998,0.04856752232,665.9822998,0.0007698057452,
665.0016479,-0.0009472210659,665.0016479,0.04698741436,665.0016479,-0.000574753969,
663.984436,-0.0007479776978,663.984436,0.04834797233,663.984436,0.0006150717963,
663.0032349,0.001204745728,663.0032349,0.04958946258,663.0032349,0.001084291958,
661.9853516,-0.000446820748,661.9853516,0.04936095327,661.9853516,0.0006832277868,
661.0036011,-0.0007401218754,661.0036011,0.05014067143,661.0036011,0.00186769641,
659.9850464,0.0003186695976,659.9850464,0.0499054268,659.9850464,0.001461908687,
659.0027466,-0.0001695200044,659.0027466,0.04837505519,659.0027466,0.0003113903804,
657.9836426,-0.0007106094272,657.9836426,0.04936330393,657.9836426,0.0006481503369,
657.0007324,-0.001063077012,657.0007324,0.0493792817,657.0007324,0.00170659367,
656.0174561,0.0003705862619,656.0174561,0.05176961049,656.0174561,0.002391082002,
654.9974365,-0.000609290495,654.9974365,0.05138226226,654.9974365,0.001543862047,
654.0136108,0.000902701111,654.0136108,0.05186565593,654.0136108,0.002787161851,
652.993042,-0.0006526641082,652.993042,0.05226003006,652.993042,0.002386136679,
652.0085449,0.0001333073014,652.0085449,0.05101465061,652.0085449,0.002046804409,
650.9873657,-0.0006474429392,650.9873657,0.05240515992,650.9873657,0.002688043052,
650.0023804,5.967125617E-005,650.0023804,0.05310216174,650.0023804,0.002943297382,
649.0170898,-0.001224748557,649.0170898,0.05356228724,649.0170898,0.003200814128,
647.9949951,0.001626792131,647.9949951,0.05491237342,647.9949951,0.005268769339,
647.0090942,0.0006723127444,647.0090942,0.05434469134,647.0090942,0.003047609935,
645.9864502,-0.0002642153413,645.9864502,0.05364560708,645.9864502,0.003284791484,
644.9998779,-1.604900353E-005,644.9998779,0.0547516346,644.9998779,0.002822568873,
644.0131836,-0.0001686402247,644.0131836,0.05444799736,644.0131836,0.002601888962,
642.989624,0.0007972166059,642.989624,0.05537959933,642.989624,0.003983111586,
642.0022583,3.88289692E-007,642.0022583,0.05440283939,642.0022583,0.004412209149,
641.0147095,-0.0001231997303,641.0147095,0.05574562773,641.0147095,0.002811730141,
639.9902344,-0.00120972516,639.9902344,0.0540128164,639.9902344,0.003300597891,
639.0020142,-0.0001288412313,639.0020142,0.0547827594,639.0020142,0.002870433964,
638.0136108,-0.0005323033547,638.0136108,0.05604834482,638.0136108,0.00477273576,
636.9881592,0.000637988036,636.9881592,0.05729459226,636.9881592,0.003890954424,
635.9991455,-0.0004715932882,635.9991455,0.05741680041,635.9991455,0.004658405669,
635.0098877,-0.001001769677,635.0098877,0.05726062506,635.0098877,0.004485880956,
633.9835815,-0.000948460889,633.9835815,0.05680527166,633.9835815,0.004032254685,
632.9937744,-0.0001709172939,632.9937744,0.05841301382,632.9937744,0.005236306228,
632.0036011,0.0005091388011,632.0036011,0.0596678555,632.0036011,0.005165048409,
631.0131226,-0.0009647331899,631.0131226,0.05866117775,631.0131226,0.004369324539,
629.9857788,0.001390566002,629.9857788,0.06040303409,629.9857788,0.006501089316,
628.994751,-0.0007209467585,628.994751,0.06036543474,628.994751,0.004831810016,
628.003418,-0.0008557231049,628.003418,0.0605273433,628.003418,0.005203374196,
627.0119019,-0.0001804912317,627.0119019,0.05996883288,627.0119019,0.004278209526,
625.9833984,-0.001174720004,625.9833984,0.06000425667,625.9833984,0.004988551605,
624.9912109,4.985923806E-005,624.9912109,0.06072009355,624.9912109,0.00526007032,
623.9988403,0.0004922676017,623.9988403,0.06134008616,623.9988403,0.006223069504,
623.0061646,-0.001325149788,623.0061646,0.06034369022,623.0061646,0.004265400115,
622.0132446,0.0003048624785,622.0132446,0.06069348007,622.0132446,0.005786828231,
620.9832153,0.001067372388,620.9832153,0.06248079613,620.9832153,0.007225923706,
619.9897461,0.0004327441857,619.9897461,0.06309860945,619.9897461,0.006951936986,
618.9959717,8.167790656E-005,618.9959717,0.0628060475,618.9959717,0.006609650794,
618.0018921,-7.10770546E-005,618.0018921,0.06292146444,618.0018921,0.007097946946,
617.0076294,-0.0002120578429,617.0076294,0.06314812601,617.0076294,0.00684686657,
616.0130615,-0.0005495736259,616.0130615,0.06315111369,616.0130615,0.006624080241,
615.0182495,-0.001164961373,615.0182495,0.06481748819,615.0182495,0.007995261811,
613.9862061,-0.0005145669566,613.9862061,0.06517577171,613.9862061,0.00905093085,
612.9907837,2.531721475E-005,612.9907837,0.06624489278,612.9907837,0.009474352002,
611.9951782,0.0005017527146,611.9951782,0.06627034396,611.9951782,0.01016532071,
610.9992065,-0.0002590412623,610.9992065,0.0673609972,610.9992065,0.009941303171,
610.0030518,-0.000606705551,610.0030518,0.06650017202,610.0030518,0.01064471435,
609.0065308,-0.0003865642648,609.0065308,0.06769255549,609.0065308,0.01124302018,
608.0097656,-0.0004663699656,608.0097656,0.06904169172,608.0097656,0.01249802858,
607.0128174,0.000217626075,607.0128174,0.07077323645,607.0128174,0.01355712954,
606.0154419,-0.001119521796,606.0154419,0.07072665542,606.0154419,0.01398478169,
605.0179443,-8.743399667E-005,605.0179443,0.07114406675,605.0179443,0.0153739946,
603.9832153,-0.0003535101714,603.9832153,0.0718415603,603.9832153,0.01542447042,
602.9850464,-0.0002306344977,602.9850464,0.07301046699,602.9850464,0.01647089794,
601.9867554,-0.0004468724655,601.9867554,0.07334437221,601.9867554,0.01864567585,
600.9880981,0.0002101413556,600.9880981,0.07560622692,600.9880981,0.02004147135,
599.9892578,-0.001337433816,599.9892578,0.07631938159,599.9892578,0.01941363141,
598.9900513,-0.0002847558353,598.9900513,0.07817079872,598.9900513,0.02216180786,
597.9907227,-0.0004002714122,597.9907227,0.07993805408,597.9907227,0.02388285287,
596.9910278,-0.0001531661546,596.9910278,0.0801339224,596.9910278,0.02552670427,
595.9910889,0.0003466997005,595.9910889,0.08206020296,595.9910889,0.02748701721,
594.9909058,-0.000148042498,594.9909058,0.08465778083,594.9909058,0.02948937938,
593.9904175,-0.002283239039,593.9904175,0.08447999507,593.9904175,0.03056045994,
592.9896851,-0.0007781594759,592.9896851,0.08765824139,592.9896851,0.03308321536,
591.9887085,-0.0003533549898,591.9887085,0.08975198865,591.9887085,0.03640846536,
590.9874878,0.0005468486925,590.9874878,0.09243493527,590.9874878,0.03952647746,
589.9860229,-0.0006243864191,589.9860229,0.09444008023,589.9860229,0.04124733433,
588.9842529,6.652745014E-006,588.9842529,0.09732680768,588.9842529,0.04470814392,
587.9821777,-0.00100982748,587.9821777,0.09983817488,587.9821777,0.04727921262,
587.0170898,-0.0006478565047,587.0170898,0.1044214666,587.0170898,0.0519933477,
586.0145264,-0.0002111781505,586.0145264,0.1085293517,586.0145264,0.05573223531,
585.0117798,-0.0005965722958,585.0117798,0.1125891209,585.0117798,0.05928138271,
584.008667,0.0008772030124,584.008667,0.1170017272,584.008667,0.06410840154,
583.0054321,-0.0005735647865,583.0054321,0.1203724816,583.0054321,0.06750863045,
582.0018921,-0.0001753679098,582.0018921,0.1261035055,582.0018921,0.07254662365,
580.9979858,0.0001213962678,580.9979858,0.1305408925,580.9979858,0.07774246484,
579.9940186,-0.0002136619878,579.9940186,0.1350903809,579.9940186,0.08177196234,
578.9896851,-0.0008583065937,578.9896851,0.1411138773,578.9896851,0.08750666678,
577.9851685,-1.10272822E-005,577.9851685,0.1455482841,577.9851685,0.09219471365,
577.0174561,-0.0004366837675,577.0174561,0.1493606716,577.0174561,0.09598401934,
576.0124512,-0.0007423959323,576.0124512,0.1540504545,576.0124512,0.100419499,
575.0070801,-0.0003192119766,575.0070801,0.158934176,575.0070801,0.1045684218,
574.0015259,-0.000346164481,574.0015259,0.1612534523,574.0015259,0.1082193777,
572.9956665,-0.0009819862898,572.9956665,0.1648519784,572.9956665,0.1113338321,
571.989563,0.0003660264774,571.989563,0.1681594998,571.989563,0.1142779738,
570.9832764,0.000561933557,570.9832764,0.1702267677,570.9832764,0.1161450967,
570.0139771,-0.0009118331363,570.0139771,0.1709091067,570.0139771,0.1176803857,
569.0071411,-0.0002218378504,569.0071411,0.1720569581,569.0071411,0.1196538061,
568.000061,-0.0004878317413,568.000061,0.1724401414,568.000061,0.1202375963,
566.9927368,7.714086678E-006,566.9927368,0.1720853895,566.9927368,0.1198560447,
565.9851685,-0.0003705289564,565.9851685,0.1721213609,565.9851685,0.1193402261,
565.0146484,-0.0003843400627,565.0146484,0.1699201018,565.0146484,0.1186446473,
564.0065918,0.0003122452181,564.0065918,0.1699430346,564.0065918,0.1193791702,
562.998291,0.0004180783581,562.998291,0.1699127555,562.998291,0.117630899,
561.9897461,-0.001753181918,561.9897461,0.1662915498,561.9897461,0.1155071929,
561.0182495,3.546392236E-006,561.0182495,0.1654912084,561.0182495,0.1149969772,
560.0092773,-0.0008666769718,560.0092773,0.1645486951,560.0092773,0.1135791168,
558.999939,-0.0001262534061,558.999939,0.1629277319,558.999939,0.1117272824,
557.9904175,0.0002863932168,557.9904175,0.1628604978,557.9904175,0.1121368408,
557.0180054,4.931557123E-005,557.0180054,0.1611889899,557.0180054,0.1102472618,
556.0079956,-0.001254277769,556.0079956,0.1600356847,556.0079956,0.1088152304,
554.9977417,-0.0006963951746,554.9977417,0.1602194458,554.9977417,0.1089138463,
553.9872437,-0.001228207489,553.9872437,0.1606547832,553.9872437,0.1084143072,
553.013916,0.000297143124,553.013916,0.1602640748,553.013916,0.1082923785,
552.0029907,0.0002020351967,552.0029907,0.1612600237,552.0029907,0.1083270609,
550.9916992,-0.0003374219232,550.9916992,0.1617659628,550.9916992,0.1087526083,
550.0177002,-0.0005007082946,550.0177002,0.1633972675,550.0177002,0.1093197241,
549.0059814,-0.0001514065225,549.0059814,0.165713653,549.0059814,0.1109195203,
547.9940796,0.0006609573029,547.9940796,0.1672030091,547.9940796,0.1113208234,
546.9818726,-0.0008059620159,546.9818726,0.1673605293,546.9818726,0.1122255921,
546.006958,-8.764104859E-005,546.006958,0.1691934913,546.006958,0.1133142784,
544.9943237,0.0001577000658,544.9943237,0.1723348051,544.9943237,0.1147181913,
543.9814453,-0.001205698121,543.9814453,0.1746023744,543.9814453,0.1165510267,
543.0057983,2.021741238E-005,543.0057983,0.1755359173,543.0057983,0.116731301,
541.9924316,-0.0006195268361,541.9924316,0.1775031835,541.9924316,0.1180545241,
541.0164185,0.0002430854947,541.0164185,0.1763744354,541.0164185,0.1177320853,
540.0025635,-0.0008639902226,540.0025635,0.1782593876,540.0025635,0.1186056957,
538.9884644,-0.001037047012,538.9884644,0.1802409738,538.9884644,0.1195341721,
538.0116577,-0.001756481943,538.0116577,0.1820459217,538.0116577,0.1212302819,
536.9971924,-0.0008059103275,536.9971924,0.1816462278,536.9971924,0.1205662787,
535.9824219,5.268114182E-005,535.9824219,0.1822562218,535.9824219,0.1206810027,
535.0050049,-2.645465429E-005,535.0050049,0.1835291684,535.0050049,0.1206391007,
533.9897461,0.0001614807989,533.9897461,0.1835809946,533.9897461,0.1205602363,
533.0119019,-0.0002088495385,533.0119019,0.1811550558,533.0119019,0.1186265498,
531.9962158,0.0003362335265,531.9962158,0.1816071868,531.9962158,0.1185884476,
531.0179443,-0.0002051754855,531.0179443,0.1821329296,531.0179443,0.1172400713,
530.00177,-0.001493947115,530.00177,0.1815802455,530.00177,0.1157694533,
528.9854126,-0.0002718728792,528.9854126,0.1796080172,528.9854126,0.1140922755,
528.0064697,0.001109931967,528.0064697,0.177127704,528.0064697,0.1122507304,
526.989563,2.511011553E-005,526.989563,0.175878942,526.989563,0.1099407002,
526.0101929,0.0009304576088,526.0101929,0.1762496978,526.0101929,0.1101882756,
524.9929199,-0.0004043059016,524.9929199,0.1729076356,524.9929199,0.1071671322,
524.0130615,0.0002144405298,524.0130615,0.1723254472,524.0130615,0.1055162176,
522.9953003,-0.0007033214206,522.9953003,0.1697004586,522.9953003,0.1009294838,
522.0150146,-0.0001336545683,522.0150146,0.1692721397,522.0150146,0.1011846513,
520.9968262,-0.0005129639176,520.9968262,0.168199718,520.9968262,0.09924783558,
520.0161133,-4.333095058E-005,520.0161133,0.1673177183,520.0161133,0.0965616256,
518.9974976,-0.0007575906347,518.9974976,0.165474683,518.9974976,0.09477572143,
518.0163574,-0.001143636415,518.0163574,0.1628345847,518.0163574,0.09147848189,
516.9972534,-0.0004834360443,516.9972534,0.1625522077,516.9972534,0.09064065665,
516.015686,-0.0004714381357,516.015686,0.1613752395,516.015686,0.08892679214,
514.9960327,-0.0002239076712,514.9960327,0.1611551195,514.9960327,0.08805321902,
514.0140991,0.0002255771251,514.0140991,0.1608299315,514.0140991,0.08678016812,
512.9941406,-0.001118334127,512.9941406,0.1583425999,512.9941406,0.08425427973,
512.0117188,-0.0004357010766,512.0117188,0.1582833081,512.0117188,0.08278113604,
510.9913025,-0.001184426714,510.9913025,0.1565483212,510.9913025,0.08086200804,
510.0083923,-0.0008003809489,510.0083923,0.1566168219,510.0083923,0.07949861884,
508.9875793,-0.0003285756975,508.9875793,0.1560186744,508.9875793,0.0796778053,
508.0043335,-0.0009723266703,508.0043335,0.1553518325,508.0043335,0.07766664773,
506.9829712,-0.0002700619807,506.9829712,0.1555043459,506.9829712,0.07753498852,
505.9992981,-7.076647307E-005,505.9992981,0.1560408175,505.9992981,0.0767802,
505.0153198,0.0001991864265,505.0153198,0.1556733847,505.0153198,0.07721821964,
503.9934387,-0.0002057964593,503.9934387,0.1555755287,503.9934387,0.07534150779,
503.0091248,0.0003899400181,503.0091248,0.1561172307,503.0091248,0.07596427947,
501.9866943,-0.0007976421039,501.9866943,0.1553421766,501.9866943,0.07533017546,
501.0019531,0.0007737992564,501.0019531,0.156785965,501.0019531,0.07573459297,
500.0170593,-0.0006294527557,500.0170593,0.1559891701,500.0170593,0.07514280826,
498.993988,-0.0002398966608,498.993988,0.1573348343,498.993988,0.07524351776,
498.008606,-0.0003003286838,498.008606,0.1573638022,498.008606,0.07465230674,
496.9851074,-0.0004002714122,496.9851074,0.1570718139,496.9851074,0.07441671193,
495.9993591,0.0008336288156,495.9993591,0.157069698,495.9993591,0.0747930631,
495.0133972,-0.00121148047,495.0133972,0.157956019,495.0133972,0.07423086464,
493.9892883,-0.0005356643815,493.9892883,0.1595014781,493.9892883,0.07539068162,
493.0028992,-0.0007845676155,493.0028992,0.1605313718,493.0028992,0.07592675835,
492.0163269,-0.001343472512,492.0163269,0.160590291,492.0163269,0.07556491345,
490.9915771,-0.0008502460551,490.9915771,0.1602470428,490.9915771,0.0765452981,
490.0046082,-0.0001973097969,490.0046082,0.1620550454,490.0046082,0.07717264444,
489.0173645,-9.721681272E-005,489.0173645,0.1642052531,489.0173645,0.07829341292,
487.9919739,-0.0004867974494,487.9919739,0.1639193445,487.9919739,0.07815924287,
487.0043945,-0.002003346803,487.0043945,0.1629771888,487.0043945,0.0780641064,
486.0166016,-0.0003140902845,486.0166016,0.1657786816,486.0166016,0.07976262271,
484.9906311,0.0002655417775,484.9906311,0.1691942066,484.9906311,0.08141321689,
484.0023804,-0.0009184976225,484.0023804,0.1667996794,484.0023804,0.08080675453,
483.0140076,-0.0008207927458,483.0140076,0.1668942124,483.0140076,0.08046974242,
481.9874268,-0.0006672416348,481.9874268,0.1691776961,481.9874268,0.08161271363,
480.9985657,-0.001288863597,480.9985657,0.1709478647,480.9985657,0.08377438784,
480.009613,-0.0002391722519,480.009613,0.1737178415,480.009613,0.085844405,
478.9822998,-0.0005713414866,478.9822998,0.1742888987,478.9822998,0.08654251695,
477.9929199,0.000128931264,477.9929199,0.1764157116,477.9929199,0.0879201144,
477.0033264,-0.00232953555,477.0033264,0.1772697121,477.0033264,0.08960735053,
476.0135498,0.0005948525504,476.0135498,0.1796213984,476.0135498,0.0906457305,
474.9854736,-0.0002505556622,474.9854736,0.1811333746,474.9854736,0.09363339096,
473.9953308,0.0001492064621,473.9953308,0.184011057,473.9953308,0.09575047344,
473.0049133,-0.0002218378504,473.0049133,0.1862679273,473.0049133,0.09751561284,
472.0143738,-0.0002543845621,472.0143738,0.1881153882,472.0143738,0.100438416,
470.9855347,-0.0001394512074,470.9855347,0.1911217272,470.9855347,0.1033627391,
469.9945374,-0.0004818328889,469.9945374,0.1942518204,469.9945374,0.1067677885,
469.003418,0.0002525651653,469.003418,0.1974121332,469.003418,0.1101673245,
468.012085,-0.001444878289,468.012085,0.1999368519,468.012085,0.1131355762,
466.9823608,0.0002027344453,466.9823608,0.2036546916,466.9823608,0.1174073666,
