baseline,,264e-5in1000,,330p-5in1000,,
775.0405273,0.0004047603579,775.0405273,0.003568374785,775.0405273,0.003695680993,
774.0601807,0.0008198831347,774.0601807,0.003566808766,774.0601807,0.005656599998,
772.9393311,3.813170406E-5,772.9393311,0.002728312975,772.9393311,0.005719178356,
771.958252,-0.001362000825,771.958252,0.003012236673,771.958252,0.005357183516,
770.9767456,0.001074768137,770.9767456,0.003515735269,770.9767456,0.006693816744,
769.994873,0.00031980942,769.994873,0.003669705009,769.994873,0.007227792405,
769.0126953,-0.0009291916504,769.0126953,0.004355048295,769.0126953,0.005939716008,
768.0300903,0.00091076846,768.0300903,0.002910877345,768.0300903,0.005348378327,
767.0471802,-0.0005086719175,767.0471802,0.00408406835,767.0471802,0.006245049182,
766.0638428,-0.001447148737,766.0638428,0.003037443385,766.0638428,0.004514337983,
764.9396362,2.055394543E-5,764.9396362,0.00203538686,764.9396362,0.005666460842,
763.9555664,0.0008998736739,763.9555664,0.003623161232,763.9555664,0.007339984179,
762.9711304,-0.001658552792,762.9711304,0.002506613499,762.9711304,0.004897437524,
761.9863281,0.0008094574441,761.9863281,0.004247310571,761.9863281,0.006083863322,
761.0011597,0.0003740320681,761.0011597,0.004202377517,761.0011597,0.006149469875,
760.015686,7.937363262E-5,760.015686,0.003890641034,760.015686,0.006865353789,
759.0297852,-0.001732453005,759.0297852,0.003273732727,759.0297852,0.005097966641,
758.0435791,-0.000405133469,758.0435791,0.001873805886,758.0435791,0.00377774355,
757.0570068,0.0003975833242,757.0570068,0.00300068967,757.0570068,0.005579766352,
756.0700073,-0.001083889627,756.0700073,0.002440357581,756.0700073,0.005809940398,
754.9416504,0.0003022979654,754.9416504,0.003526200075,754.9416504,0.00563315535,
753.9539185,0.0002240490721,753.9539185,0.003701476846,753.9539185,0.005643618759,
752.9658813,0.00161455432,752.9658813,0.004381431267,752.9658813,0.005979055073,
751.977478,0.0008110394119,751.977478,0.004660524894,751.977478,0.006477467716,
750.9887085,-0.0001432293211,750.9887085,0.003534681629,750.9887085,0.004733924754,
749.9995728,5.035112554E-5,749.9995728,0.004762005527,749.9995728,0.006111034192,
749.0100708,-0.001199038001,749.0100708,0.002368957968,749.0100708,0.003879566677,
748.0202026,0.0009108722443,748.0202026,0.005710260477,748.0202026,0.007101078052,
747.0300293,0.000753702363,747.0300293,0.00493793888,747.0300293,0.006410918199,
746.0394897,-0.001296864357,746.0394897,0.002485681325,746.0394897,0.007145996206,
745.048584,-0.0009976890869,745.048584,0.002070576651,745.048584,0.003144959686,
744.057373,-0.0007752137026,744.057373,0.004872881807,744.057373,0.0054242271,
743.0657349,-0.0002672162955,743.0657349,0.003806363326,743.0657349,0.005673620384,
741.9320679,-0.001162844477,741.9320679,0.003459918778,741.9320679,0.006810104474,
740.9396973,0.000214880798,740.9396973,0.004849976394,740.9396973,0.006068952847,
739.9470215,0.0006912132958,739.9470215,0.003255971475,739.9470215,0.006677676458,
738.9539795,-2.433212831E-5,738.9539795,0.004894636106,738.9539795,0.006577639375,
737.9605713,0.001150341472,737.9605713,0.005388109479,737.9605713,0.006699337624,
736.9667969,-0.0008162970771,736.9667969,0.004947678652,736.9667969,0.005637324881,
735.9727173,-0.000873238896,735.9727173,0.003658688627,735.9727173,0.006091397721,
734.9782715,-0.0009075967246,734.9782715,0.003813910298,734.9782715,0.005574024282,
733.9835205,0.0002003518312,733.9835205,0.004593023565,733.9835205,0.006516540423,
732.9883423,0.0008190013468,732.9883423,0.004321869463,732.9883423,0.006102738436,
731.9928589,-0.0009605489322,731.9928589,0.003028006991,731.9928589,0.005758313928,
730.9970703,0.002368775895,730.9970703,0.004437000491,730.9970703,0.007747008931,
730.0009155,-0.0004969332949,730.0009155,0.004171954468,730.0009155,0.005973701365,
729.0043945,-0.0008315408486,729.0043945,0.005523815285,729.0043945,0.007055138703,
728.0075073,-0.001563542057,728.0075073,0.003921044525,728.0075073,0.006634935737,
727.0103149,0.0002537825203,727.0103149,0.005141342059,727.0103149,0.006012938451,
726.0127563,0.002068417845,726.0127563,0.005275241565,726.0127563,0.007416629698,
725.0148926,-0.0005988471094,725.0148926,0.005046921782,725.0148926,0.007141785696,
724.0166626,-0.0004715415707,724.0166626,0.005646582227,724.0166626,0.005833106115,
723.0180664,-0.0009444314637,723.0180664,0.004543294199,723.0180664,0.006756991614,
722.019165,0.0003606895043,722.019165,0.005886394531,722.019165,0.006401303224,
721.0198975,-0.0008677620208,721.0198975,0.004679128528,721.0198975,0.006716215052,
720.0203247,-0.0007851360715,720.0203247,0.00368617801,720.0203247,0.006828064565,
719.0203857,-0.0001811639813,719.0203857,0.004397852812,719.0203857,0.007477223407,
718.0201416,0.0006862612208,718.0201416,0.004080880433,718.0201416,0.007396117318,
717.0195313,0.000622744963,717.0195313,0.004758891184,717.0195313,0.007037406322,
716.0185547,-0.0003574933507,716.0185547,0.005113236606,716.0185547,0.007774415892,
715.0172729,-0.0009159661713,715.0172729,0.004107952584,715.0172729,0.007669277955,
714.015625,-0.0006250585429,714.015625,0.003891346278,714.015625,0.006690478418,
713.0136719,-0.001249063876,713.0136719,0.004110278096,713.0136719,0.007222633343,
712.0114136,-0.0006694643525,712.0114136,0.004147988278,712.0114136,0.00776629895,
711.008728,-0.001006779959,711.008728,0.004023031797,711.008728,0.007298468146,
710.0057983,-0.001063645119,710.0057983,0.003969762474,710.0057983,0.00824529212,
709.0025024,-0.0008097860264,709.0025024,0.004471495748,709.0025024,0.00827112142,
707.9988403,7.440264744E-5,707.9988403,0.004551638849,707.9988403,0.007596091833,
706.994873,-0.0009094565758,706.994873,0.003979767673,706.994873,0.007284779567,
705.9905396,-0.0005103783915,705.9905396,0.005100192968,705.9905396,0.007796289865,
704.9859009,-0.0002446052677,704.9859009,0.005819201469,704.9859009,0.007226897404,
703.980957,0.0003440831206,703.980957,0.00516284816,703.980957,0.007744110189,
702.975647,0.0003396272368,702.975647,0.005996744614,702.975647,0.00855523441,
701.9699707,-0.0007214118959,701.9699707,0.004913380835,701.9699707,0.007403095253,
700.9640503,0.001008470659,700.9640503,0.004925005138,700.9640503,0.007802298758,
699.9577026,-0.000451992586,699.9577026,0.005033068359,699.9577026,0.007334561087,
698.9511108,0.0007230530609,698.9511108,0.00514689507,698.9511108,0.008159981109,
697.9441528,0.0008622368332,697.9441528,0.004693154246,697.9441528,0.007222396787,
696.9368286,4.305049879E-5,696.9368286,0.004751536995,696.9368286,0.008186279796,
695.9292603,-0.001179160317,695.9292603,0.004940766841,695.9292603,0.007860942744,
695.0653076,-0.0004851426056,695.0653076,0.005293556955,695.0653076,0.007789964788,
694.0570679,-8.867627184E-5,694.0570679,0.005198422819,694.0570679,0.008028591052,
693.0485229,0.0005870243767,693.0485229,0.005763087887,693.0485229,0.009211794473,
692.0396118,0.001181539963,692.0396118,0.006616405677,692.0396118,0.008898107335,
691.0304565,1.260664976E-5,691.0304565,0.004921078216,691.0304565,0.008855015039,
690.020874,0.0001951722807,690.020874,0.005044695921,690.020874,0.008553993888,
689.0110474,0.0005432201433,689.0110474,0.004816366825,689.0110474,0.008816233836,
688.0008545,0.0004287537886,688.0008545,0.005259127356,688.0008545,0.008195432834,
686.9903564,-0.0003788570466,686.9903564,0.005103833508,686.9903564,0.008449775167,
685.9794922,-0.0001963265677,685.9794922,0.00546535477,685.9794922,0.00950948894,
684.9683228,0.0004012884165,684.9683228,0.00684786588,684.9683228,0.008594573475,
683.9568481,-0.0002929820912,683.9568481,0.005415289197,683.9568481,0.008044016548,
682.9450684,-2.32967468E-5,682.9450684,0.004664763808,682.9450684,0.008332256228,
681.9329224,0.001028683153,681.9329224,0.006846209057,681.9329224,0.01033730712,
681.0651245,0.0007367178914,681.0651245,0.007448886987,681.0651245,0.009218457155,
680.0524292,0.0002760580392,680.0524292,0.005624947138,680.0524292,0.009260897525,
679.0393677,0.001111151651,679.0393677,0.006386565976,679.0393677,0.009079345502,
678.026001,-0.0002757015754,678.026001,0.007231977303,678.026001,0.01020833105,
677.0123291,-0.0003776673402,677.0123291,0.006894046441,677.0123291,0.01015231013,
675.9983521,-0.0003158492618,675.9983521,0.00745897321,675.9983521,0.009750200436,
674.9840088,0.001622219221,674.9840088,0.007720895112,674.9840088,0.01140671689,
673.9693604,0.0006071135867,673.9693604,0.007572093979,673.9693604,0.01102864183,
672.9544067,0.0001356377616,672.9544067,0.007454048842,672.9544067,0.01029990334,
671.9391479,-0.0004976572236,671.9391479,0.007474457845,671.9391479,0.0102372719,
671.0686646,-0.001063541858,671.0686646,0.006637353916,671.0686646,0.009573656134,
670.0527954,-0.000134430913,670.0527954,0.007051849738,670.0527954,0.01098167431,
669.0366211,-0.0006658459315,669.0366211,0.007319949567,669.0366211,0.01157903671,
668.0200806,0.0001933853491,668.0200806,0.008168105036,668.0200806,0.01200905535,
667.0032959,0.0001765781926,667.0032959,0.008457271382,667.0032959,0.01124857273,
665.986145,-0.0001036350513,665.986145,0.01027938724,665.986145,0.01276487485,
664.968689,0.0005068840692,664.968689,0.009485411458,664.968689,0.01277471147,
663.9509888,-0.0001638790272,663.9509888,0.008932535537,663.9509888,0.0124192033,
662.9329224,0.001068358542,662.9329224,0.01035257708,662.9329224,0.01383411326,
662.0599976,1.237366905E-5,662.0599976,0.009934523143,662.0599976,0.0126734199,
661.0413818,0.000582177192,661.0413818,0.01011118665,661.0413818,0.01305077039,
660.0223999,-0.0007342298632,660.0223999,0.00989887584,660.0223999,0.01239946578,
659.0031128,0.0003245500848,659.0031128,0.01060449891,659.0031128,0.01385616139,
657.9835205,0.0001245034655,657.9835205,0.01212610956,657.9835205,0.01451356336,
656.9636841,0.000168679835,656.9636841,0.01123175677,656.9636841,0.01548364293,
655.9434814,0.0004028170952,655.9434814,0.01141200587,655.9434814,0.01513025351,
655.0687256,0.0004102015228,655.0687256,0.01214775164,655.0687256,0.015237079,
654.0479736,0.0001327894279,654.0479736,0.01247160137,654.0479736,0.01633100212,
653.0268555,0.0007552581956,653.0268555,0.01209052186,653.0268555,0.01614453644,
652.0054932,-0.000281341112,652.0054932,0.01169709116,652.0054932,0.01578268968,
650.9837646,-0.0002883257403,650.9837646,0.01125935838,650.9837646,0.01577750966,
649.961792,0.0002540156129,649.961792,0.01210965961,649.961792,0.01654317416,
648.9394531,4.68043545E-5,648.9394531,0.01227898244,648.9394531,0.0170950871,
648.0629272,1.607548438E-5,648.0629272,0.01335046813,648.0629272,0.01587775536,
647.0400391,0.0001990310411,647.0400391,0.01180445962,647.0400391,0.01666390523,
646.0168457,0.0002478511888,646.0168457,0.01175618451,646.0168457,0.01751818135,
644.9933472,-0.0002003629343,644.9933472,0.01262582187,644.9933472,0.01689556241,
643.9696045,0.0005123265437,643.9696045,0.01158916578,643.9696045,0.01668628491,
642.9454956,-0.0005278046592,642.9454956,0.01267776452,642.9454956,0.01621990278,
642.0674438,-0.0007603814011,642.0674438,0.0121684894,642.0674438,0.01683339849,
641.0427856,0.0007100887015,641.0427856,0.01191653591,641.0427856,0.0161480289,
640.0178223,-0.0007361421594,640.0178223,0.01099218801,640.0178223,0.01552299783,
638.9925537,0.0009328961023,638.9925537,0.01162218675,638.9925537,0.01599639282,
637.96698,0.001264582737,637.96698,0.01190677192,637.96698,0.01622997969,
636.9411011,8.799532225E-5,636.9411011,0.01020758878,636.9411011,0.01610528678,
636.0615234,-0.0004885556991,636.0615234,0.01133866422,636.0615234,0.01584030129,
635.0350952,-0.0007935079047,635.0350952,0.0119305579,635.0350952,0.01709290594,
634.0083618,0.000354471762,634.0083618,0.01161809172,634.0083618,0.01599408314,
632.9813232,-0.0006102728075,632.9813232,0.01143855508,632.9813232,0.01571547799,
631.9539795,-0.0003776155936,631.9539795,0.0113043366,631.9539795,0.01694045588,
631.0731812,0.0003618035407,631.0731812,0.01229160465,631.0731812,0.01593264006,
630.0452881,0.001185251749,630.0452881,0.01248404197,630.0452881,0.01692449488,
629.0171509,0.0004668972397,629.0171509,0.01198034268,629.0171509,0.01681345887,
627.9886475,-0.0009309998131,627.9886475,0.0109663289,627.9886475,0.01508616377,
626.9598999,-0.0001248559565,626.9598999,0.0118426308,626.9598999,0.01588006318,
625.9308472,-8.696814621E-5,625.9308472,0.01141787879,625.9308472,0.01632831432,
625.0485229,0.0002280116751,625.0485229,0.01155138854,625.0485229,0.01581323892,
624.0189209,-0.000546160969,624.0189209,0.01176371146,624.0189209,0.01486736163,
622.9890137,-1.827510823E-5,622.9890137,0.01153373718,622.9890137,0.01521053817,
621.9588013,-0.0009005703614,621.9588013,0.0101796044,621.9588013,0.01499547902,
620.9282837,-0.0006481150049,620.9282837,0.01082376391,620.9282837,0.01508367155,
620.0447998,-9.136785957E-5,620.0447998,0.01114848629,620.0447998,0.01593365893,
619.0137329,-0.0002442430705,619.0137329,0.01064903848,619.0137329,0.01666293666,
617.9824219,-0.0007863763603,617.9824219,0.01104640495,617.9824219,0.01528542116,
616.9508057,0.0001261347497,616.9508057,0.01183113921,616.9508057,0.01534516551,
616.0662842,0.0007830312243,616.0662842,0.01107550785,616.0662842,0.01615923271,
615.0341187,0.0006997174933,615.0341187,0.01095515303,615.0341187,0.01544278953,
614.001709,0.001412458369,614.001709,0.01093893312,614.001709,0.01638411544,
612.9689331,0.0006379620754,612.9689331,0.01117921621,612.9689331,0.01586996764,
611.9359131,-0.0008480758406,611.9359131,0.0106773451,611.9359131,0.01495196484,
611.0502319,-0.0004244259617,611.0502319,0.0109652942,611.0502319,0.01540754549,
610.0166626,0.0008537294343,610.0166626,0.01136032026,610.0166626,0.0168203488,
608.9827881,0.0001613772183,608.9827881,0.01064206101,608.9827881,0.01508988906,
607.9486694,-0.0005126536707,607.9486694,0.01119292155,607.9486694,0.01685549133,
607.0620117,-3.675791959E-6,607.0620117,0.01200152468,607.0620117,0.01721718349,
606.0273438,-0.0006092388066,606.0273438,0.01205980685,606.0273438,0.0170937404,
604.9923706,-0.0006511132815,604.9923706,0.01189839095,604.9923706,0.0168450512,
603.9570923,0.0001654169464,603.9570923,0.01291253231,603.9570923,0.01801256277,
603.069519,0.0001552659087,603.069519,0.01371365879,603.069519,0.01865832135,
602.0337524,0.0003983346978,602.0337524,0.01273227297,602.0337524,0.0186598897,
600.9976807,-6.766065053E-5,600.9976807,0.01273064688,600.9976807,0.01748662256,
599.9613647,0.0007070291904,599.9613647,0.01480958518,599.9613647,0.01899347454,
599.0728149,6.616957398E-5,599.0728149,0.01393621042,599.0728149,0.01838472672,
598.0359497,-0.001476146746,598.0359497,0.01337310486,598.0359497,0.01802346483,
596.9987793,0.0005252331612,596.9987793,0.01406180672,596.9987793,0.01902814396,
595.9613647,0.001394409453,595.9613647,0.01583450101,595.9613647,0.02019479685,
595.0718994,-0.0004099954676,595.0718994,0.01413403172,595.0718994,0.01960161515,
594.0339355,-0.0002885326685,594.0339355,0.01575592719,594.0339355,0.02104648948,
592.9957275,-0.0002117473632,592.9957275,0.01546368562,592.9957275,0.02172989585,
591.9572144,-0.001103152055,591.9572144,0.01616471261,591.9572144,0.02102361061,
591.0668335,-0.0005709796096,591.0668335,0.0162830539,591.0668335,0.02184630744,
590.027771,0.0007032696158,590.027771,0.01742757857,590.027771,0.02303445712,
588.9884644,-0.0007318523712,588.9884644,0.01788333803,588.9884644,0.02373718843,
587.9489136,0.0002645316126,587.9489136,0.0198814515,587.9489136,0.02519352362,
587.0576172,-7.526987611E-5,587.0576172,0.01914740354,587.0576172,0.02589168027,
586.0174561,0.0009719659574,586.0174561,0.01984874532,586.0174561,0.02595196851,
584.9771118,0.0005133891245,584.9771118,0.0222034622,584.9771118,0.02737479098,
583.9364624,-0.0007787279319,583.9364624,0.02137639187,583.9364624,0.02800254896,
583.0442505,-0.000231048456,583.0442505,0.02330059372,583.0442505,0.02911602333,
582.0030518,0.0001771479147,582.0030518,0.02361789159,582.0030518,0.03005403467,
580.9616089,0.0001395477884,580.9616089,0.02488864213,580.9616089,0.03124891967,
580.0687256,0.0006033289828,580.0687256,0.02662197873,580.0687256,0.03329674527,
579.0267944,-0.0001723145833,579.0267944,0.02699068747,579.0267944,0.03343654051,
577.9845581,0.0002014913334,577.9845581,0.02900232561,577.9845581,0.03532894328,
576.9420776,6.868090713E-5,576.9420776,0.02955263294,576.9420776,0.03656742722,
576.0482788,-0.001220360398,576.0482788,0.03008097224,576.0482788,0.03604064882,
575.005249,-0.0008246166399,575.005249,0.03178013489,575.005249,0.03868853673,
573.9619751,-0.001972013153,573.9619751,0.0314014405,573.9619751,0.03827106208,
573.0675659,0.0002114362724,573.0675659,0.03330971301,573.0675659,0.04112128168,
572.0237427,-0.001208279515,572.0237427,0.03329235688,572.0237427,0.04089954495,
570.9797363,0.000391909125,570.9797363,0.03456879035,570.9797363,0.04170492291,
569.9354248,-0.0003874436079,569.9354248,0.0339717567,569.9354248,0.04121496901,
569.0400391,0.0004407769011,569.0400391,0.03522161022,569.0400391,0.04262360558,
567.9952393,-0.0005402663955,567.9952393,0.03472780809,567.9952393,0.0415677987,
566.9501343,-0.0007874099538,566.9501343,0.0349557586,566.9501343,0.04182099923,
566.0541382,-0.0007227040478,566.0541382,0.03426114842,566.0541382,0.04249729589,
565.008606,0.0004872400605,565.008606,0.03467717022,565.008606,0.04291302338,
563.9627075,-0.000459439907,563.9627075,0.03461439908,563.9627075,0.04280814156,
563.0661011,-0.0001564783743,563.0661011,0.03498608619,563.0661011,0.0424980931,
562.0197144,-0.001052799518,562.0197144,0.03349405155,562.0197144,0.04170016572,
560.9731445,5.216335921E-5,560.9731445,0.03435306251,560.9731445,0.04229611158,
559.9262695,-0.0004772302636,559.9262695,0.03347864375,559.9262695,0.04189961404,
559.0287476,-0.0005466780858,559.0287476,0.03317264467,559.0287476,0.04224669561,
557.9813843,-0.001220515231,557.9813843,0.03319200501,557.9813843,0.04103933275,
556.9337769,-0.0001717970736,556.9337769,0.03344514966,556.9337769,0.04190252349,
556.0355835,0.000799861853,556.0355835,0.03398510814,556.0355835,0.04184850305,
554.9874878,-0.0006406191969,554.9874878,0.03346223384,554.9874878,0.04247440025,
553.9390869,-0.0001861837372,553.9390869,0.03365597874,553.9390869,0.04243090004,
553.0402832,-0.0005042246776,553.0402832,0.03388980031,553.0402832,0.04221573845,
551.9914551,-0.0006458921125,551.9914551,0.03399132192,551.9914551,0.04304454476,
550.9423218,-0.0007525258115,550.9423218,0.03402665257,550.9423218,0.04281842336,
550.0428467,6.860323629E-5,550.0428467,0.03538468853,550.0428467,0.04444107041,
548.9932861,-0.001038131653,548.9932861,0.0350761041,548.9932861,0.04349979758,
547.9434204,-0.001058583846,547.9434204,0.03572361544,547.9434204,0.04418392852,
547.043335,-0.0001130034361,547.043335,0.03581713513,547.043335,0.04467916861,
545.992981,-0.000178110713,545.992981,0.03732750937,545.992981,0.0461839959,
544.9423828,-0.0006901407614,544.9423828,0.03685458377,544.9423828,0.04584408551,
544.041687,4.931557123E-5,544.041687,0.03790234402,544.041687,0.04775071517,
542.9906006,-0.0010023379,542.9906006,0.03782933205,542.9906006,0.04650412127,
541.93927,0.001022585551,541.93927,0.03860263154,541.93927,0.0479638949,
541.0379028,-0.001099588815,541.0379028,0.03806535527,541.0379028,0.04677751288,
539.986084,0.00052707328,539.986084,0.03974694759,539.986084,0.04844265431,
538.934021,-0.0007857045857,538.934021,0.03871196881,538.934021,0.04863952473,
538.0321045,7.629265019E-5,538.0321045,0.03949835524,538.0321045,0.0486456342,
536.9795532,0.0002560877183,536.9795532,0.03862255067,536.9795532,0.04829117656,
535.9267578,-0.001245863154,535.9267578,0.03879811987,535.9267578,0.04843892157,
535.0241699,-7.972146705E-5,535.0241699,0.03959574923,535.0241699,0.04959143326,
533.9709473,-9.2868926E-5,533.9709473,0.04039277136,533.9709473,0.05035703257,
533.0679321,-0.0001474214514,533.0679321,0.03858809173,533.0679321,0.04910297319,
532.0142212,-7.164644921E-5,532.0142212,0.03852169588,532.0142212,0.04869123921,
530.9602661,0.0009532088879,530.9602661,0.03956126794,530.9602661,0.05001648143,
530.0566406,0.0008744276129,530.0566406,0.0393575877,530.0566406,0.05050954968,
529.0021973,0.0001857974421,529.0021973,0.04010888934,529.0021973,0.05032217875,
527.9475098,-1.905165482E-5,527.9475098,0.03987918422,527.9475098,0.04971201718,
527.0432739,-0.0003933403059,527.0432739,0.03918216005,527.0432739,0.0486320816,
525.9881592,-3.442697198E-5,525.9881592,0.03847064078,525.9881592,0.04969779402,
524.9327393,-0.000783379015,524.9327393,0.03795646504,524.9327393,0.04784914106,
524.0279541,-0.0008143851301,524.0279541,0.03725975379,524.0279541,0.04830506444,
522.9721069,5.972303552E-5,522.9721069,0.03821675479,522.9721069,0.04897751659,
522.0668335,0.0001539193472,522.0668335,0.03898944706,522.0668335,0.0496754162,
521.0105591,-0.0008745822124,521.0105591,0.03674089909,521.0105591,0.048353903,
519.9539795,-0.0008697254234,519.9539795,0.03658716753,519.9539795,0.04816103727,
519.0481567,0.0002846318239,519.0481567,0.0382716842,519.0481567,0.04915062338,
517.9911499,-0.0003314210044,517.9911499,0.03682029247,517.9911499,0.04812083766,
516.9338989,-0.000261990499,516.9338989,0.03643810749,516.9338989,0.04829782993,
516.0274658,9.189616321E-6,516.0274658,0.03658260405,516.0274658,0.04794446751,
514.9697876,-3.256332639E-5,514.9697876,0.03643337637,514.9697876,0.04779478163,
514.0629883,-0.0001302904129,514.0629883,0.03610120714,514.0629883,0.04692321643,
513.0048218,0.0001557838114,513.0048218,0.03608140349,513.0048218,0.04666569829,
511.9464111,0.001164616668,511.9464111,0.03544740006,511.9464111,0.0458595641,
511.0390015,0.0003424251045,511.0390015,0.0355591476,511.0390015,0.04607495293,
509.9801636,-0.001109865261,509.9801636,0.03432274982,509.9801636,0.04541338235,
509.0723572,-3.292570182E-5,509.0723572,0.03507273644,509.0723572,0.04601796344,
508.0130615,0.0001717355772,508.0130615,0.0352720581,508.0130615,0.04554804787,
506.9535217,3.197034675E-5,506.9535217,0.03575135767,506.9535217,0.04633295536,
506.045166,-6.911003584E-5,506.045166,0.03522728011,506.045166,0.04574786499,
504.985199,0.0007511870353,504.985199,0.03499032184,504.985199,0.04489934072,
503.9249573,-0.000782810559,503.9249573,0.03303368762,503.9249573,0.04438532889,
503.0160217,-2.749002851E-5,503.0160217,0.03286604583,503.0160217,0.04468051717,
501.9553528,-0.0004821431648,501.9553528,0.03338306025,501.9553528,0.04348294437,
501.0460205,0.0001218364559,501.0460205,0.03339767829,501.0460205,0.0441971682,
499.9849243,-9.297244833E-5,499.9849243,0.03264471889,499.9849243,0.04390663654,
499.0752258,-3.686005584E-5,499.0752258,0.03343712538,499.0752258,0.04469457269,
498.0136719,-0.0003527342342,498.0136719,0.03241254017,498.0136719,0.04424010217,
496.9519043,-0.0008696737932,496.9519043,0.0325027518,496.9519043,0.04359488934,
496.041626,0.0006051953533,496.041626,0.03301329911,496.041626,0.04405773804,
494.9794312,-0.0006008117343,494.9794312,0.03158680722,494.9794312,0.0431169495,
494.0687866,0.0004046048853,494.0687866,0.03217251226,494.0687866,0.04439289868,
493.006134,-0.0005017942167,493.006134,0.03182378039,493.006134,0.043577604,
491.9432678,0.0004178710806,491.9432678,0.03227839991,491.9432678,0.04419321567,
491.0320435,-0.0008172788657,491.0320435,0.03130455688,491.0320435,0.04270465299,
489.96875,-0.0009200991481,489.96875,0.03176423162,489.96875,0.04355923086,
489.0571594,-0.0001124340924,489.0571594,0.03104484454,489.0571594,0.04317424446,
487.9934082,-0.0007030112902,487.9934082,0.03212217242,487.9934082,0.04359817877,
486.9294434,-4.871466081E-5,486.9294434,0.0313805975,486.9294434,0.04279857129,
486.0173035,-0.0006508030929,486.0173035,0.03135775402,486.0173035,0.04279211536,
484.9529114,-0.0008140233695,484.9529114,0.03217206895,484.9529114,0.04382181168,
484.0404053,-0.0009720684029,484.0404053,0.03087110259,484.0404053,0.04373253882,
482.9755859,-0.0008057036321,482.9755859,0.0318948403,482.9755859,0.04343007132,
482.0626831,-7.501105574E-5,482.0626831,0.03162403032,482.0626831,0.04431864247,
480.997467,-7.351552995E-6,480.997467,0.03230578452,480.997467,0.04534527659,
479.9320068,0.001013945322,479.9320068,0.03277321905,479.9320068,0.04544551671,
479.0185547,3.432614903E-5,479.0185547,0.03289639577,479.0185547,0.04499749467,
477.9526672,-4.182970952E-5,477.9526672,0.03319337592,477.9526672,0.04552525282,
477.0388794,-0.0001590660249,477.0388794,0.03393592685,477.0388794,0.04582998902,
475.9725952,-0.0002451744513,475.9725952,0.03327852488,475.9725952,0.04587650672,
475.0584412,-8.215429261E-5,475.0584412,0.03288855031,475.0584412,0.0458698906,
473.9916992,-9.581928316E-5,473.9916992,0.03412005305,473.9916992,0.04700844362,
472.9247742,0.0006753202179,472.9247742,0.03502141312,472.9247742,0.0481846109,
472.0100708,0.0001934112515,472.0100708,0.03612430021,472.0100708,0.04878310114,
470.9427185,0.0001387191733,470.9427185,0.03556111455,470.9427185,0.0489756912,
470.0276489,-2.73347232E-5,470.0276489,0.03651688248,470.0276489,0.04986062273,
468.9598999,6.272623432E-5,468.9598999,0.03665709496,468.9598999,0.05035927147,
468.0444946,-0.00031760821,468.0444946,0.03691612929,468.0444946,0.05147300661,
466.9763184,-0.0001036868125,466.9763184,0.03754099086,466.9763184,0.05245861039,
466.0605469,0.0008319948683,466.0605469,0.03907166049,466.0605469,0.05446146801,
464.9919739,0.0002158649586,464.9919739,0.04056468233,464.9919739,0.05504328758,
464.0758667,0.0002502081625,464.0758667,0.04038223252,464.0758667,0.05538271368,
463.0068665,-0.0001233549992,463.0068665,0.04080219939,463.0068665,0.0564908497,
